RequestID	OriginPort	DestinationPort	W_i_Earlist	LatestDestinationTime	LadenPaths	NumberOfLadenPath	EmptyPaths	NumberOfEmptyPath
716	ALEXANDRIA	SOUTHAMPTON	92	126	1194,1195,1196	3	16,17,1333,1335,1337,2105,2721,2722,3395,4032,4033,4840,4841,5533,5534,6262,6264,6266,7241,7863,7864,8500,9033,9034,9704,10335,10337,10339,11222,11223,11224,11225,12021,12024,12840,12841,13444,13445	38
717	ALEXANDRIA	SOUTHAMPTON	99	133	1196,1197,1198	3	18,19,1336,1338,1340,2106,2723,2724,3396,4034,4035,4842,4843,5535,5536,6265,6267,6269,7242,7865,7866,8501,9035,9036,9705,10338,10340,10342,11226,11227,11228,11229,12023,12026,12842,12843,13446,13447	38
718	ALEXANDRIA	SOUTHAMPTON	106	140	1198,1199,1200	3	20,21,1339,1341,1343,2107,2725,2726,3397,4036,4037,4844,4845,5537,5538,6268,6270,6272,7243,7867,7868,8502,9037,9038,9706,10341,10343,10345,11230,11231,11232,11233,12025,12028,12844,12845,13448,13449	38
719	ALEXANDRIA	SOUTHAMPTON	113	147	1200,1201,1202	3	22,23,1342,1344,1346,2108,2727,2728,3398,4038,4039,4846,4847,5539,5540,6271,6273,6275,7244,7869,7870,8503,9039,9040,9707,10344,10346,10348,11234,11235,11236,11237,12027,12030,12846,12847,13450,13451	38
720	ALEXANDRIA	SOUTHAMPTON	120	154	1202,1203,1204	3	24,25,1345,1347,1349,2109,2729,2730,3399,4040,4041,4848,4849,5541,5542,6274,6276,6278,7245,7871,7872,8504,9041,9042,9708,10347,10349,10351,11238,11239,11240,11241,12029,12032,12848,12849,13452,13453	38
721	ALEXANDRIA	SOUTHAMPTON	127	161	1204,1205,1206	3	26,27,1348,1350,1352,2110,2731,2732,3400,4042,4043,4850,4851,5543,5544,6277,6279,6281,7246,7873,7874,8505,9043,9044,9709,10350,10352,10354,11242,11243,11244,11245,12031,12034,12850,12851,13454,13455	38
722	ALEXANDRIA	SOUTHAMPTON	134	168	1206,1207,1208	3	28,29,1351,1353,1355,2111,2733,2734,3401,4044,4045,4852,4853,5545,5546,6280,6282,6284,7247,7875,7876,8506,9045,9046,9710,10353,10355,10357,11246,11247,11248,11249,12033,12036,12852,12853,13456,13457	38
723	ALEXANDRIA	SOUTHAMPTON	141	175	1208,1209,1210	3	30,31,1354,1356,1358,2112,2735,2736,3402,4046,4047,4854,4855,5547,5548,6283,6285,6287,7248,7877,7878,8507,9047,9048,9711,10356,10358,10360,11250,11251,11252,11253,12035,12038,12854,12855,13458,13459	38
724	ALEXANDRIA	SOUTHAMPTON	148	180	1210	1	32,33,1357,1359,1361,2113,2737,2738,3403,4048,4049,4856,4857,5549,5550,6286,6288,6290,7249,7879,7880,8508,9049,9050,9712,10359,10361,10363,11254,11255,11256,11257,12037,12040,12856,12857,13460,13461	38
725	ALEXANDRIA	SOUTHAMPTON	155	180	0	0	34,35,1360,1362,1363,2114,2739,2740,3404,4050,4051,4858,4859,5551,5552,6289,6291,6292,7250,7881,7882,8509,9051,9052,9713,10362,10364,10365,11258,11259,11260,11261,12039,12041,12858,12859,13462,13463	38
726	ALEXANDRIA	SOUTHAMPTON	162	180	0	0	0	0
727	ALEXANDRIA	SOUTHAMPTON	169	180	0	0	0	0
728	ALEXANDRIA	SOUTHAMPTON	176	180	0	0	0	0
729	ALEXANDRIA	THESSALONIKI	1	54	0	0	0	0
730	ALEXANDRIA	THESSALONIKI	8	61	0	0	0	0
731	ALEXANDRIA	THESSALONIKI	15	68	1230	1	0	0
732	ALEXANDRIA	THESSALONIKI	22	75	1230,1231,1232,1233,1234,1235	6	0	0
733	ALEXANDRIA	THESSALONIKI	29	82	1235,1236,1237,1238	4	1312,4015,6238,8491,10314,11191	6
734	ALEXANDRIA	THESSALONIKI	36	89	1238,1239,1240,1241	4	1313,4016,4017,6239,6242,8492,10315,11192,11193	9
735	ALEXANDRIA	THESSALONIKI	43	96	1241,1242,1243,1244	4	1,2,1314,1316,2706,2707,4018,4019,6240,6241,6243,6245,8493,9018,9019,10316,10318,11194,11195,11196,11197,12002,12003,12004	24
736	ALEXANDRIA	THESSALONIKI	50	103	1244,1245,1246,1247	4	3,4,5,1315,1317,1319,2708,2709,2710,4020,4021,6244,6246,6248,8494,9020,9021,9022,10317,10319,10321,11198,11199,11200,11201,12005	26
737	ALEXANDRIA	THESSALONIKI	57	110	1247,1248,1249,1250	4	6,7,1318,1320,1322,2711,2712,4022,4023,6247,6249,6251,8495,9023,9024,10320,10322,10324,11202,11203,11204,11205,12006	23
738	ALEXANDRIA	THESSALONIKI	64	117	1250,1251,1252,1253	4	8,9,1321,1323,1325,2713,2714,4024,4025,4826,4827,5519,5520,6250,6252,6254,7849,7850,8496,9025,9026,10323,10325,10327,11206,11207,11208,11209,12007,12009,12010,12826,12827,13431,13432	35
739	ALEXANDRIA	THESSALONIKI	71	124	1253,1254,1255,1256	4	10,11,1324,1326,1328,2099,2715,2716,3389,4026,4027,4828,4829,4830,4831,4832,5521,5522,5523,5524,5525,6253,6255,6257,7235,7851,7852,7853,7854,7855,8497,9027,9028,9698,10326,10328,10330,11210,11211,11212,11213,12008,12011,12012,12013,12015,12828,12829,12830,12831,12832,13433,13434,13435,13436	55
740	ALEXANDRIA	THESSALONIKI	78	131	1256,1257,1258,1259	4	12,13,1327,1329,1331,2100,2101,2102,2103,2717,2718,3390,3391,3392,3393,4028,4029,4833,4834,4835,4836,4837,5526,5527,5528,5529,5530,6256,6258,6260,7236,7237,7238,7239,7856,7857,7858,7859,7860,8498,9029,9030,9699,9700,9701,9702,10329,10331,10333,11214,11215,11216,11217,12014,12016,12017,12018,12020,12833,12834,12835,12836,12837,13437,13438,13439,13440,13441	68
741	ALEXANDRIA	THESSALONIKI	85	138	1259,1260,1261,1262	4	14,15,1330,1332,1334,2104,2719,2720,3394,4030,4031,4838,4839,5531,5532,6259,6261,6263,7240,7861,7862,8499,9031,9032,9703,10332,10334,10336,11218,11219,11220,11221,12019,12022,12838,12839,13442,13443	38
742	ALEXANDRIA	THESSALONIKI	92	145	1262,1263,1264,1265	4	16,17,1333,1335,1337,2105,2721,2722,3395,4032,4033,4840,4841,5533,5534,6262,6264,6266,7241,7863,7864,8500,9033,9034,9704,10335,10337,10339,11222,11223,11224,11225,12021,12024,12840,12841,13444,13445	38
743	ALEXANDRIA	THESSALONIKI	99	152	1265,1266,1267,1268	4	18,19,1336,1338,1340,2106,2723,2724,3396,4034,4035,4842,4843,5535,5536,6265,6267,6269,7242,7865,7866,8501,9035,9036,9705,10338,10340,10342,11226,11227,11228,11229,12023,12026,12842,12843,13446,13447	38
744	ALEXANDRIA	THESSALONIKI	106	159	1268,1269,1270,1271	4	20,21,1339,1341,1343,2107,2725,2726,3397,4036,4037,4844,4845,5537,5538,6268,6270,6272,7243,7867,7868,8502,9037,9038,9706,10341,10343,10345,11230,11231,11232,11233,12025,12028,12844,12845,13448,13449	38
745	ALEXANDRIA	THESSALONIKI	113	166	1271	1	22,23,1342,1344,1346,2108,2727,2728,3398,4038,4039,4846,4847,5539,5540,6271,6273,6275,7244,7869,7870,8503,9039,9040,9707,10344,10346,10348,11234,11235,11236,11237,12027,12030,12846,12847,13450,13451	38
746	ALEXANDRIA	THESSALONIKI	120	173	0	0	24,25,1345,1347,1349,2109,2729,2730,3399,4040,4041,4848,4849,5541,5542,6274,6276,6278,7245,7871,7872,8504,9041,9042,9708,10347,10349,10351,11238,11239,11240,11241,12029,12032,12848,12849,13452,13453	38
747	ALEXANDRIA	THESSALONIKI	127	180	0	0	26,27,1348,1350,1352,2110,2731,2732,3400,4042,4043,4850,4851,5543,5544,6277,6279,6281,7246,7873,7874,8505,9043,9044,9709,10350,10352,10354,11242,11243,11244,11245,12031,12034,12850,12851,13454,13455	38
748	ALEXANDRIA	THESSALONIKI	134	180	0	0	28,29,1351,1353,1355,2111,2733,2734,3401,4044,4045,4852,4853,5545,5546,6280,6282,6284,7247,7875,7876,8506,9045,9046,9710,10353,10355,10357,11246,11247,11248,11249,12033,12036,12852,12853,13456,13457	38
749	ALEXANDRIA	THESSALONIKI	141	180	0	0	30,31,1354,1356,1358,2112,2735,2736,3402,4046,4047,4854,4855,5547,5548,6283,6285,6287,7248,7877,7878,8507,9047,9048,9711,10356,10358,10360,11250,11251,11252,11253,12035,12038,12854,12855,13458,13459	38
750	ALEXANDRIA	THESSALONIKI	148	180	0	0	32,33,1357,1359,1361,2113,2737,2738,3403,4048,4049,4856,4857,5549,5550,6286,6288,6290,7249,7879,7880,8508,9049,9050,9712,10359,10361,10363,11254,11255,11256,11257,12037,12040,12856,12857,13460,13461	38
751	ALEXANDRIA	THESSALONIKI	155	180	0	0	34,35,1360,1362,1363,2114,2739,2740,3404,4050,4051,4858,4859,5551,5552,6289,6291,6292,7250,7881,7882,8509,9051,9052,9713,10362,10364,10365,11258,11259,11260,11261,12039,12041,12858,12859,13462,13463	38
752	ALEXANDRIA	THESSALONIKI	162	180	0	0	0	0
753	ALEXANDRIA	THESSALONIKI	169	180	0	0	0	0
754	ALEXANDRIA	THESSALONIKI	176	180	0	0	0	0
755	ALEXANDRIA	VIGO	1	52	0	0	0	0
756	ALEXANDRIA	VIGO	8	59	0	0	0	0
757	ALEXANDRIA	VIGO	15	66	1272,1273,1274	3	0	0
758	ALEXANDRIA	VIGO	22	73	1272,1273,1274,1275,1276,1277,1278,1279	8	0	0
759	ALEXANDRIA	VIGO	29	80	1280	1	1312,4015,6238,8491,10314,11191	6
760	ALEXANDRIA	VIGO	36	87	1281	1	1313,4016,4017,6239,6242,8492,10315,11192,11193	9
761	ALEXANDRIA	VIGO	43	94	1282	1	1,2,1314,1316,2706,2707,4018,4019,6240,6241,6243,6245,8493,9018,9019,10316,10318,11194,11195,11196,11197,12002,12003,12004	24
762	ALEXANDRIA	VIGO	50	101	1283	1	3,4,5,1315,1317,1319,2708,2709,2710,4020,4021,6244,6246,6248,8494,9020,9021,9022,10317,10319,10321,11198,11199,11200,11201,12005	26
763	ALEXANDRIA	VIGO	57	108	1284	1	6,7,1318,1320,1322,2711,2712,4022,4023,6247,6249,6251,8495,9023,9024,10320,10322,10324,11202,11203,11204,11205,12006	23
764	ALEXANDRIA	VIGO	64	115	1285	1	8,9,1321,1323,1325,2713,2714,4024,4025,4826,4827,5519,5520,6250,6252,6254,7849,7850,8496,9025,9026,10323,10325,10327,11206,11207,11208,11209,12007,12009,12010,12826,12827,13431,13432	35
765	ALEXANDRIA	VIGO	71	122	1286	1	10,11,1324,1326,1328,2099,2715,2716,3389,4026,4027,4828,4829,4830,4831,4832,5521,5522,5523,5524,5525,6253,6255,6257,7235,7851,7852,7853,7854,7855,8497,9027,9028,9698,10326,10328,10330,11210,11211,11212,11213,12008,12011,12012,12013,12015,12828,12829,12830,12831,12832,13433,13434,13435,13436	55
766	ALEXANDRIA	VIGO	78	129	1287	1	12,13,1327,1329,1331,2100,2101,2102,2103,2717,2718,3390,3391,3392,3393,4028,4029,4833,4834,4835,4836,4837,5526,5527,5528,5529,5530,6256,6258,6260,7236,7237,7238,7239,7856,7857,7858,7859,7860,8498,9029,9030,9699,9700,9701,9702,10329,10331,10333,11214,11215,11216,11217,12014,12016,12017,12018,12020,12833,12834,12835,12836,12837,13437,13438,13439,13440,13441	68
767	ALEXANDRIA	VIGO	85	136	1288	1	14,15,1330,1332,1334,2104,2719,2720,3394,4030,4031,4838,4839,5531,5532,6259,6261,6263,7240,7861,7862,8499,9031,9032,9703,10332,10334,10336,11218,11219,11220,11221,12019,12022,12838,12839,13442,13443	38
768	ALEXANDRIA	VIGO	92	143	1289	1	16,17,1333,1335,1337,2105,2721,2722,3395,4032,4033,4840,4841,5533,5534,6262,6264,6266,7241,7863,7864,8500,9033,9034,9704,10335,10337,10339,11222,11223,11224,11225,12021,12024,12840,12841,13444,13445	38
769	ALEXANDRIA	VIGO	99	150	1290	1	18,19,1336,1338,1340,2106,2723,2724,3396,4034,4035,4842,4843,5535,5536,6265,6267,6269,7242,7865,7866,8501,9035,9036,9705,10338,10340,10342,11226,11227,11228,11229,12023,12026,12842,12843,13446,13447	38
770	ALEXANDRIA	VIGO	106	157	1291	1	20,21,1339,1341,1343,2107,2725,2726,3397,4036,4037,4844,4845,5537,5538,6268,6270,6272,7243,7867,7868,8502,9037,9038,9706,10341,10343,10345,11230,11231,11232,11233,12025,12028,12844,12845,13448,13449	38
771	ALEXANDRIA	VIGO	113	164	1292	1	22,23,1342,1344,1346,2108,2727,2728,3398,4038,4039,4846,4847,5539,5540,6271,6273,6275,7244,7869,7870,8503,9039,9040,9707,10344,10346,10348,11234,11235,11236,11237,12027,12030,12846,12847,13450,13451	38
772	ALEXANDRIA	VIGO	120	171	1293	1	24,25,1345,1347,1349,2109,2729,2730,3399,4040,4041,4848,4849,5541,5542,6274,6276,6278,7245,7871,7872,8504,9041,9042,9708,10347,10349,10351,11238,11239,11240,11241,12029,12032,12848,12849,13452,13453	38
773	ALEXANDRIA	VIGO	127	178	0	0	26,27,1348,1350,1352,2110,2731,2732,3400,4042,4043,4850,4851,5543,5544,6277,6279,6281,7246,7873,7874,8505,9043,9044,9709,10350,10352,10354,11242,11243,11244,11245,12031,12034,12850,12851,13454,13455	38
774	ALEXANDRIA	VIGO	134	180	0	0	28,29,1351,1353,1355,2111,2733,2734,3401,4044,4045,4852,4853,5545,5546,6280,6282,6284,7247,7875,7876,8506,9045,9046,9710,10353,10355,10357,11246,11247,11248,11249,12033,12036,12852,12853,13456,13457	38
775	ALEXANDRIA	VIGO	141	180	0	0	30,31,1354,1356,1358,2112,2735,2736,3402,4046,4047,4854,4855,5547,5548,6283,6285,6287,7248,7877,7878,8507,9047,9048,9711,10356,10358,10360,11250,11251,11252,11253,12035,12038,12854,12855,13458,13459	38
776	ALEXANDRIA	VIGO	148	180	0	0	32,33,1357,1359,1361,2113,2737,2738,3403,4048,4049,4856,4857,5549,5550,6286,6288,6290,7249,7879,7880,8508,9049,9050,9712,10359,10361,10363,11254,11255,11256,11257,12037,12040,12856,12857,13460,13461	38
777	ALEXANDRIA	VIGO	155	180	0	0	34,35,1360,1362,1363,2114,2739,2740,3404,4050,4051,4858,4859,5551,5552,6289,6291,6292,7250,7881,7882,8509,9051,9052,9713,10362,10364,10365,11258,11259,11260,11261,12039,12041,12858,12859,13462,13463	38
778	ALEXANDRIA	VIGO	162	180	0	0	0	0
779	ALEXANDRIA	VIGO	169	180	0	0	0	0
780	ALEXANDRIA	VIGO	176	180	0	0	0	0
781	ANTWERP	AGADIR	1	30	0	0	0	0
782	ANTWERP	AGADIR	8	37	0	0	11262	1
783	ANTWERP	AGADIR	15	44	1295	1	4052,6293,10366,11263	4
784	ANTWERP	AGADIR	22	51	1295,1296	2	36,2741,4053,4054,4055,4056,6294,6297,6299,9053,10368,10369,11264,12042	14
785	ANTWERP	AGADIR	29	58	1296,1297	2	37,39,2742,2744,4057,4058,4059,6295,6300,6302,9054,9056,10371,10372,11265,12043,12044,12045	18
786	ANTWERP	AGADIR	36	65	1297,1298	2	38,40,42,2743,2745,2747,4060,4061,4062,6303,6305,9055,9057,9059,10374,10375,11266,12046	18
787	ANTWERP	AGADIR	43	72	1298,1299	2	41,43,45,2746,2748,2750,4063,4064,4065,4860,5553,6296,6306,6308,7883,8512,9058,9060,9062,10367,10377,10378,11267,12047,12049,12860,13464	27
788	ANTWERP	AGADIR	50	79	1299,1300	2	44,46,48,702,2115,2749,2751,2753,3405,4066,4067,4068,4862,5555,6298,6309,6311,7251,7885,8513,8514,9061,9063,9065,9714,10370,10380,10381,11268,12048,12051,12862,13465,13466,13468	35
789	ANTWERP	AGADIR	57	86	1300,1301	2	47,49,51,703,704,705,706,708,2116,2117,2118,2119,2121,2752,2754,2756,3406,3407,3408,3409,3411,4069,4070,4071,4861,4863,4864,4865,4868,5554,5556,5557,5558,5561,6301,6312,6314,7252,7253,7254,7255,7257,7884,7886,7887,7888,7891,8510,8515,8516,8517,8519,9064,9066,9068,9715,9716,9717,9718,9720,10373,10383,10384,11269,12050,12052,12053,12054,12057,12861,12863,12864,12865,12868,13467,13469,13470,13471,13472,13473,13476	81
790	ANTWERP	AGADIR	64	93	1301,1302	2	50,52,54,707,709,710,711,2120,2122,2123,2124,2755,2757,2759,3410,3412,3413,3414,4072,4073,4074,4866,4867,4869,4871,5559,5560,5562,5564,6304,6315,6317,7256,7258,7259,7260,7889,7890,7892,7894,8511,8521,9067,9069,9071,9719,9721,9722,9723,10376,10386,10387,11270,12055,12056,12058,12060,12866,12867,12869,12871,13474,13475,13477,13478,13479,13481	67
791	ANTWERP	AGADIR	71	100	1302,1303	2	53,55,57,712,713,714,2125,2126,2127,2758,2760,2762,3415,3416,3417,4075,4076,4077,4870,4872,4874,5563,5565,5567,6307,6318,6320,7261,7262,7263,7893,7895,7897,8518,8523,9070,9072,9074,9724,9725,9726,10379,10389,10390,11271,12059,12061,12063,12870,12872,12874,13480,13482,13483,13484,13486	56
792	ANTWERP	AGADIR	78	107	1303,1304	2	56,58,60,715,716,717,2128,2129,2130,2761,2763,2765,3418,3419,3420,4078,4079,4080,4873,4875,4877,5566,5568,5570,6310,6321,6323,7264,7265,7266,7896,7898,7900,8520,8525,9073,9075,9077,9727,9728,9729,10382,10392,10393,11272,12062,12064,12066,12873,12875,12877,13485,13487,13488,13489,13491	56
793	ANTWERP	AGADIR	85	114	1304,1305	2	59,61,63,718,719,720,2131,2132,2133,2764,2766,2768,3421,3422,3423,4081,4082,4083,4876,4878,4880,5569,5571,5573,6313,6324,6326,7267,7268,7269,7899,7901,7903,8522,8527,9076,9078,9080,9730,9731,9732,10385,10395,10396,11273,12065,12067,12069,12876,12878,12880,13490,13492,13493,13494,13496	56
794	ANTWERP	AGADIR	92	121	1305,1306	2	62,64,66,721,722,723,2134,2135,2136,2767,2769,2771,3424,3425,3426,4084,4085,4086,4879,4881,4883,5572,5574,5576,6316,6327,6329,7270,7271,7272,7902,7904,7906,8524,8529,9079,9081,9083,9733,9734,9735,10388,10398,10399,11274,12068,12070,12072,12879,12881,12883,13495,13497,13498,13499,13501	56
795	ANTWERP	AGADIR	99	128	1306,1307	2	65,67,69,724,725,726,2137,2138,2139,2770,2772,2774,3427,3428,3429,4087,4088,4089,4882,4884,4886,5575,5577,5579,6319,6330,6332,7273,7274,7275,7905,7907,7909,8526,8531,9082,9084,9086,9736,9737,9738,10391,10401,10402,11275,12071,12073,12075,12882,12884,12886,13500,13502,13503,13504,13506	56
796	ANTWERP	AGADIR	106	135	1307,1308	2	68,70,72,727,728,729,2140,2141,2142,2773,2775,2777,3430,3431,3432,4090,4091,4092,4885,4887,4889,5578,5580,5582,6322,6333,6335,7276,7277,7278,7908,7910,7912,8528,8533,9085,9087,9089,9739,9740,9741,10394,10404,10405,11276,12074,12076,12078,12885,12887,12889,13505,13507,13508,13509,13511	56
797	ANTWERP	AGADIR	113	142	1308,1309	2	71,73,75,730,731,732,2143,2144,2145,2776,2778,2780,3433,3434,3435,4093,4094,4095,4888,4890,4892,5581,5583,5585,6325,6336,6338,7279,7280,7281,7911,7913,7915,8530,8535,9088,9090,9092,9742,9743,9744,10397,10407,10408,11277,12077,12079,12081,12888,12890,12892,13510,13512,13513,13514,13516	56
798	ANTWERP	AGADIR	120	149	1309,1310	2	74,76,78,733,734,735,2146,2147,2148,2779,2781,2783,3436,3437,3438,4096,4097,4098,4891,4893,4895,5584,5586,5588,6328,6339,6340,7282,7283,7284,7914,7916,7918,8532,8537,9091,9093,9095,9745,9746,9747,10400,10410,10411,11278,12080,12082,12084,12891,12893,12895,13515,13517,13518,13519,13521	56
799	ANTWERP	AGADIR	127	156	1310,1311	2	77,79,81,736,737,738,2149,2150,2151,2782,2784,2786,3439,3440,3441,4099,4100,4101,4894,4896,4898,5587,5589,5591,6331,6341,6342,7285,7286,7287,7917,7919,7921,8534,8539,9094,9096,9098,9748,9749,9750,10403,10412,10413,11279,12083,12085,12087,12894,12896,12898,13520,13522,13523,13524,13526	56
800	ANTWERP	AGADIR	134	163	1311	1	80,82,84,739,740,741,2152,2153,2154,2785,2787,2789,3442,3443,3444,4102,4103,4104,4897,4899,4901,5590,5592,5594,6334,6343,6344,7288,7289,7290,7920,7922,7924,8536,8540,9097,9099,9101,9751,9752,9753,10406,10414,10415,11280,12086,12088,12090,12897,12899,12901,13525,13527,13528,13529,13531	56
801	ANTWERP	AGADIR	141	170	0	0	83,85,86,742,743,744,2155,2156,2157,2788,2790,2791,3445,3446,3447,4105,4106,4107,4900,4902,4903,5593,5595,5596,6337,6345,6346,7291,7292,7293,7923,7925,7926,8538,8541,9100,9102,9103,9754,9755,9756,10409,10416,10417,11281,12089,12091,12093,12900,12902,12903,13530,13532,13533,13534,13535	56
802	ANTWERP	AGADIR	148	177	0	0	87,2792,4108,6347,8542,9104,10418,12092,13536	9
803	ANTWERP	AGADIR	155	180	0	0	88,2793,6348,8543,9105,10419,12094,13537	8
804	ANTWERP	AGADIR	162	180	0	0	89,2794,6349,8544,9106,10420,12095,13538	8
805	ANTWERP	AGADIR	169	180	0	0	0	0
806	ANTWERP	AGADIR	176	180	0	0	0	0
807	ANTWERP	ALEXANDRIA	1	30	1312	1	0	0
808	ANTWERP	ALEXANDRIA	8	37	1312,1313	2	11262	1
809	ANTWERP	ALEXANDRIA	15	44	1313,1314,1316	3	4052,6293,10366,11263	4
810	ANTWERP	ALEXANDRIA	22	51	1314,1315,1316,1317,1319	5	36,2741,4053,4054,4055,4056,6294,6297,6299,9053,10368,10369,11264,12042	14
811	ANTWERP	ALEXANDRIA	29	58	1317,1318,1319,1320,1322	5	37,39,2742,2744,4057,4058,4059,6295,6300,6302,9054,9056,10371,10372,11265,12043,12044,12045	18
812	ANTWERP	ALEXANDRIA	36	65	1320,1321,1322,1323,1325	5	38,40,42,2743,2745,2747,4060,4061,4062,6303,6305,9055,9057,9059,10374,10375,11266,12046	18
813	ANTWERP	ALEXANDRIA	43	72	1323,1324,1325,1326,1328	5	41,43,45,2746,2748,2750,4063,4064,4065,4860,5553,6296,6306,6308,7883,8512,9058,9060,9062,10367,10377,10378,11267,12047,12049,12860,13464	27
814	ANTWERP	ALEXANDRIA	50	79	1326,1327,1328,1329,1331	5	44,46,48,702,2115,2749,2751,2753,3405,4066,4067,4068,4862,5555,6298,6309,6311,7251,7885,8513,8514,9061,9063,9065,9714,10370,10380,10381,11268,12048,12051,12862,13465,13466,13468	35
815	ANTWERP	ALEXANDRIA	57	86	1329,1330,1331,1332,1334	5	47,49,51,703,704,705,706,708,2116,2117,2118,2119,2121,2752,2754,2756,3406,3407,3408,3409,3411,4069,4070,4071,4861,4863,4864,4865,4868,5554,5556,5557,5558,5561,6301,6312,6314,7252,7253,7254,7255,7257,7884,7886,7887,7888,7891,8510,8515,8516,8517,8519,9064,9066,9068,9715,9716,9717,9718,9720,10373,10383,10384,11269,12050,12052,12053,12054,12057,12861,12863,12864,12865,12868,13467,13469,13470,13471,13472,13473,13476	81
816	ANTWERP	ALEXANDRIA	64	93	1332,1333,1334,1335,1337	5	50,52,54,707,709,710,711,2120,2122,2123,2124,2755,2757,2759,3410,3412,3413,3414,4072,4073,4074,4866,4867,4869,4871,5559,5560,5562,5564,6304,6315,6317,7256,7258,7259,7260,7889,7890,7892,7894,8511,8521,9067,9069,9071,9719,9721,9722,9723,10376,10386,10387,11270,12055,12056,12058,12060,12866,12867,12869,12871,13474,13475,13477,13478,13479,13481	67
817	ANTWERP	ALEXANDRIA	71	100	1335,1336,1337,1338,1340	5	53,55,57,712,713,714,2125,2126,2127,2758,2760,2762,3415,3416,3417,4075,4076,4077,4870,4872,4874,5563,5565,5567,6307,6318,6320,7261,7262,7263,7893,7895,7897,8518,8523,9070,9072,9074,9724,9725,9726,10379,10389,10390,11271,12059,12061,12063,12870,12872,12874,13480,13482,13483,13484,13486	56
818	ANTWERP	ALEXANDRIA	78	107	1338,1339,1340,1341,1343	5	56,58,60,715,716,717,2128,2129,2130,2761,2763,2765,3418,3419,3420,4078,4079,4080,4873,4875,4877,5566,5568,5570,6310,6321,6323,7264,7265,7266,7896,7898,7900,8520,8525,9073,9075,9077,9727,9728,9729,10382,10392,10393,11272,12062,12064,12066,12873,12875,12877,13485,13487,13488,13489,13491	56
819	ANTWERP	ALEXANDRIA	85	114	1341,1342,1343,1344,1346	5	59,61,63,718,719,720,2131,2132,2133,2764,2766,2768,3421,3422,3423,4081,4082,4083,4876,4878,4880,5569,5571,5573,6313,6324,6326,7267,7268,7269,7899,7901,7903,8522,8527,9076,9078,9080,9730,9731,9732,10385,10395,10396,11273,12065,12067,12069,12876,12878,12880,13490,13492,13493,13494,13496	56
820	ANTWERP	ALEXANDRIA	92	121	1344,1345,1346,1347,1349	5	62,64,66,721,722,723,2134,2135,2136,2767,2769,2771,3424,3425,3426,4084,4085,4086,4879,4881,4883,5572,5574,5576,6316,6327,6329,7270,7271,7272,7902,7904,7906,8524,8529,9079,9081,9083,9733,9734,9735,10388,10398,10399,11274,12068,12070,12072,12879,12881,12883,13495,13497,13498,13499,13501	56
821	ANTWERP	ALEXANDRIA	99	128	1347,1348,1349,1350,1352	5	65,67,69,724,725,726,2137,2138,2139,2770,2772,2774,3427,3428,3429,4087,4088,4089,4882,4884,4886,5575,5577,5579,6319,6330,6332,7273,7274,7275,7905,7907,7909,8526,8531,9082,9084,9086,9736,9737,9738,10391,10401,10402,11275,12071,12073,12075,12882,12884,12886,13500,13502,13503,13504,13506	56
822	ANTWERP	ALEXANDRIA	106	135	1350,1351,1352,1353,1355	5	68,70,72,727,728,729,2140,2141,2142,2773,2775,2777,3430,3431,3432,4090,4091,4092,4885,4887,4889,5578,5580,5582,6322,6333,6335,7276,7277,7278,7908,7910,7912,8528,8533,9085,9087,9089,9739,9740,9741,10394,10404,10405,11276,12074,12076,12078,12885,12887,12889,13505,13507,13508,13509,13511	56
823	ANTWERP	ALEXANDRIA	113	142	1353,1354,1355,1356,1358	5	71,73,75,730,731,732,2143,2144,2145,2776,2778,2780,3433,3434,3435,4093,4094,4095,4888,4890,4892,5581,5583,5585,6325,6336,6338,7279,7280,7281,7911,7913,7915,8530,8535,9088,9090,9092,9742,9743,9744,10397,10407,10408,11277,12077,12079,12081,12888,12890,12892,13510,13512,13513,13514,13516	56
824	ANTWERP	ALEXANDRIA	120	149	1356,1357,1358,1359,1361	5	74,76,78,733,734,735,2146,2147,2148,2779,2781,2783,3436,3437,3438,4096,4097,4098,4891,4893,4895,5584,5586,5588,6328,6339,6340,7282,7283,7284,7914,7916,7918,8532,8537,9091,9093,9095,9745,9746,9747,10400,10410,10411,11278,12080,12082,12084,12891,12893,12895,13515,13517,13518,13519,13521	56
825	ANTWERP	ALEXANDRIA	127	156	1359,1360,1361,1362,1363	5	77,79,81,736,737,738,2149,2150,2151,2782,2784,2786,3439,3440,3441,4099,4100,4101,4894,4896,4898,5587,5589,5591,6331,6341,6342,7285,7286,7287,7917,7919,7921,8534,8539,9094,9096,9098,9748,9749,9750,10403,10412,10413,11279,12083,12085,12087,12894,12896,12898,13520,13522,13523,13524,13526	56
826	ANTWERP	ALEXANDRIA	134	163	1362,1363	2	80,82,84,739,740,741,2152,2153,2154,2785,2787,2789,3442,3443,3444,4102,4103,4104,4897,4899,4901,5590,5592,5594,6334,6343,6344,7288,7289,7290,7920,7922,7924,8536,8540,9097,9099,9101,9751,9752,9753,10406,10414,10415,11280,12086,12088,12090,12897,12899,12901,13525,13527,13528,13529,13531	56
