PathID	OriginPort	OriginTime	DestinationPort	DestinationTime	PathTime	TransshipPort	TransshipTime	PortPath_length	PortPath	Arcs_length	Arcs_ID
6419	A6	78	E3	138	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	476,507,508,1294,338,339,340,1117,85,942,224,225,226,247
6420	A6	85	E3	145	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	482,513,514,1301,344,345,346,1125,90,945,231,232,233,253
6421	A6	92	E3	152	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	488,519,520,1308,350,351,352,1133,95,948,238,239,240,259
6422	A6	6	E3	61	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	653,654,268,1426,269,1024,30,909,147,148,149,171
6423	A6	13	E3	68	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	660,661,275,1431,276,1033,35,912,154,155,156,178
6424	A6	20	E3	75	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	667,668,282,1436,283,1042,40,915,161,162,163,185
6425	A6	27	E3	82	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	674,675,289,1441,290,1051,45,918,168,169,170,192
6426	A6	34	E3	89	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	681,682,296,1446,297,1060,50,921,175,176,177,199
6427	A6	41	E3	96	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	688,689,303,1451,304,1069,55,924,182,183,184,206
6428	A6	48	E3	103	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	694,695,309,1456,310,1077,60,927,189,190,191,213
6429	A6	55	E3	110	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	700,701,315,1461,316,1085,65,930,196,197,198,220
6430	A6	62	E3	117	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	706,707,321,1466,322,1093,70,933,203,204,205,227
6431	A6	69	E3	124	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	712,713,327,1471,328,1101,75,936,210,211,212,234
6432	A6	76	E3	131	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	718,719,333,1476,334,1109,80,939,217,218,219,241
6433	A6	83	E3	138	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	724,725,339,1481,340,1117,85,942,224,225,226,247
6434	A6	90	E3	145	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	730,731,345,1486,346,1125,90,945,231,232,233,253
6435	A6	97	E3	152	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	736,737,351,1491,352,1133,95,948,238,239,240,259
6436	A6	1	E3	41	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	435,1204,654,1426,268,269,1024,30,909,147,148,149,171
6437	A6	8	E3	48	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	442,1213,661,1431,275,276,1033,35,912,154,155,156,178
6438	A6	15	E3	55	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	449,1222,668,1436,282,283,1042,40,915,161,162,163,185
6439	A6	22	E3	62	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	456,1231,675,1441,289,290,1051,45,918,168,169,170,192
6440	A6	29	E3	69	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	463,1240,682,1446,296,297,1060,50,921,175,176,177,199
6441	A6	36	E3	76	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	470,1249,689,1451,303,304,1069,55,924,182,183,184,206
6442	A6	43	E3	83	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	441,1256,695,1456,309,310,1077,60,927,189,190,191,213
6443	A6	50	E3	90	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	448,1263,701,1461,315,316,1085,65,930,196,197,198,220
6444	A6	57	E3	97	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	455,1270,707,1466,321,322,1093,70,933,203,204,205,227
6445	A6	64	E3	104	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	462,1277,713,1471,327,328,1101,75,936,210,211,212,234
6446	A6	71	E3	111	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	469,1284,719,1476,333,334,1109,80,939,217,218,219,241
6447	A6	78	E3	118	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	476,1291,725,1481,339,340,1117,85,942,224,225,226,247
6448	A6	85	E3	125	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	482,1298,731,1486,345,346,1125,90,945,231,232,233,253
6449	A6	92	E3	132	60	A5,B2,D1,D3	3,0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	13	488,1305,737,1491,351,352,1133,95,948,238,239,240,259
6450	A6	1	E3	41	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	435,436,437,1207,267,268,269,1024,30,909,147,148,149,171
6451	A6	8	E3	48	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	442,443,444,1216,274,275,276,1033,35,912,154,155,156,178
6452	A6	15	E3	55	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	449,450,451,1225,281,282,283,1042,40,915,161,162,163,185
6453	A6	22	E3	62	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	456,457,458,1234,288,289,290,1051,45,918,168,169,170,192
6454	A6	29	E3	69	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	463,464,465,1243,295,296,297,1060,50,921,175,176,177,199
6455	A6	36	E3	76	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	470,471,472,1252,302,303,304,1069,55,924,182,183,184,206
6456	A6	43	E3	83	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	441,477,478,1259,308,309,310,1077,60,927,189,190,191,213
6457	A6	50	E3	90	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	448,483,484,1266,314,315,316,1085,65,930,196,197,198,220
6458	A6	57	E3	97	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	455,489,490,1273,320,321,322,1093,70,933,203,204,205,227
6459	A6	64	E3	104	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	462,495,496,1280,326,327,328,1101,75,936,210,211,212,234
6460	A6	71	E3	111	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	469,501,502,1287,332,333,334,1109,80,939,217,218,219,241
6461	A6	78	E3	118	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	476,507,508,1294,338,339,340,1117,85,942,224,225,226,247
6462	A6	85	E3	125	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	482,513,514,1301,344,345,346,1125,90,945,231,232,233,253
6463	A6	92	E3	132	60	A1,D1,D3	1,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	488,519,520,1308,350,351,352,1133,95,948,238,239,240,259
6464	A6	1	E3	41	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	435,436,1205,266,267,268,269,1024,30,909,147,148,149,171
6465	A6	8	E3	48	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	442,443,1214,273,274,275,276,1033,35,912,154,155,156,178
6466	A6	15	E3	55	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	449,450,1223,280,281,282,283,1042,40,915,161,162,163,185
6467	A6	22	E3	62	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	456,457,1232,287,288,289,290,1051,45,918,168,169,170,192
6468	A6	29	E3	69	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	463,464,1241,294,295,296,297,1060,50,921,175,176,177,199
6469	A6	36	E3	76	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	470,471,1250,301,302,303,304,1069,55,924,182,183,184,206
6470	A6	43	E3	83	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	441,477,1257,307,308,309,310,1077,60,927,189,190,191,213
6471	A6	50	E3	90	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	448,483,1264,313,314,315,316,1085,65,930,196,197,198,220
6472	A6	57	E3	97	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	455,489,1271,319,320,321,322,1093,70,933,203,204,205,227
6473	A6	64	E3	104	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	462,495,1278,325,326,327,328,1101,75,936,210,211,212,234
6474	A6	71	E3	111	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	469,501,1285,331,332,333,334,1109,80,939,217,218,219,241
6475	A6	78	E3	118	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	476,507,1292,337,338,339,340,1117,85,942,224,225,226,247
6476	A6	85	E3	125	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	482,513,1299,343,344,345,346,1125,90,945,231,232,233,253
6477	A6	92	E3	132	60	A2,D1,D3	0,2,2	12	A6,A5,A2,A1,B2,B3,D1,D3,D4,E1,E2,E3	14	488,519,1306,349,350,351,352,1133,95,948,238,239,240,259
6478	A6	1	E3	43	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	435,1204,654,1426,268,269,1025,145,146,147,148,149,171
6479	A6	8	E3	50	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	442,1213,661,1431,275,276,1034,152,153,154,155,156,178
6480	A6	15	E3	57	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	449,1222,668,1436,282,283,1043,159,160,161,162,163,185
6481	A6	22	E3	64	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	456,1231,675,1441,289,290,1052,166,167,168,169,170,192
6482	A6	29	E3	71	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	463,1240,682,1446,296,297,1061,173,174,175,176,177,199
6483	A6	36	E3	78	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	470,1249,689,1451,303,304,1070,180,181,182,183,184,206
6484	A6	43	E3	85	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	441,1256,695,1456,309,310,1078,187,188,189,190,191,213
6485	A6	50	E3	92	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	448,1263,701,1461,315,316,1086,194,195,196,197,198,220
6486	A6	57	E3	99	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	455,1270,707,1466,321,322,1094,201,202,203,204,205,227
6487	A6	64	E3	106	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	462,1277,713,1471,327,328,1102,208,209,210,211,212,234
6488	A6	71	E3	113	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	469,1284,719,1476,333,334,1110,215,216,217,218,219,241
6489	A6	78	E3	120	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	476,1291,725,1481,339,340,1118,222,223,224,225,226,247
6490	A6	85	E3	127	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	482,1298,731,1486,345,346,1126,229,230,231,232,233,253
6491	A6	92	E3	134	60	A5,B2,D1	3,0,1	11	A6,A5,B2,B3,D1,D2,D3,D4,E1,E2,E3	13	488,1305,737,1491,351,352,1134,236,237,238,239,240,259
6492	A6	1	E3	43	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	435,436,437,1207,267,268,269,1025,145,146,147,148,149,171
6493	A6	8	E3	50	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	442,443,444,1216,274,275,276,1034,152,153,154,155,156,178
6494	A6	15	E3	57	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	449,450,451,1225,281,282,283,1043,159,160,161,162,163,185
6495	A6	22	E3	64	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	456,457,458,1234,288,289,290,1052,166,167,168,169,170,192
6496	A6	29	E3	71	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	463,464,465,1243,295,296,297,1061,173,174,175,176,177,199
6497	A6	36	E3	78	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	470,471,472,1252,302,303,304,1070,180,181,182,183,184,206
6498	A6	43	E3	85	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	441,477,478,1259,308,309,310,1078,187,188,189,190,191,213
6499	A6	50	E3	92	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	448,483,484,1266,314,315,316,1086,194,195,196,197,198,220
6500	A6	57	E3	99	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	455,489,490,1273,320,321,322,1094,201,202,203,204,205,227
6501	A6	64	E3	106	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	462,495,496,1280,326,327,328,1102,208,209,210,211,212,234
6502	A6	71	E3	113	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	469,501,502,1287,332,333,334,1110,215,216,217,218,219,241
6503	A6	78	E3	120	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	476,507,508,1294,338,339,340,1118,222,223,224,225,226,247
6504	A6	85	E3	127	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	482,513,514,1301,344,345,346,1126,229,230,231,232,233,253
6505	A6	92	E3	134	60	A1,D1	1,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	488,519,520,1308,350,351,352,1134,236,237,238,239,240,259
6506	A6	1	E3	43	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	435,436,1205,266,267,268,269,1025,145,146,147,148,149,171
6507	A6	8	E3	50	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	442,443,1214,273,274,275,276,1034,152,153,154,155,156,178
6508	A6	15	E3	57	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	449,450,1223,280,281,282,283,1043,159,160,161,162,163,185
6509	A6	22	E3	64	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	456,457,1232,287,288,289,290,1052,166,167,168,169,170,192
6510	A6	29	E3	71	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	463,464,1241,294,295,296,297,1061,173,174,175,176,177,199
6511	A6	36	E3	78	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	470,471,1250,301,302,303,304,1070,180,181,182,183,184,206
6512	A6	43	E3	85	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	441,477,1257,307,308,309,310,1078,187,188,189,190,191,213
6513	A6	50	E3	92	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	448,483,1264,313,314,315,316,1086,194,195,196,197,198,220
6514	A6	57	E3	99	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	455,489,1271,319,320,321,322,1094,201,202,203,204,205,227
6515	A6	64	E3	106	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	462,495,1278,325,326,327,328,1102,208,209,210,211,212,234
6516	A6	71	E3	113	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	469,501,1285,331,332,333,334,1110,215,216,217,218,219,241
6517	A6	78	E3	120	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	476,507,1292,337,338,339,340,1118,222,223,224,225,226,247
6518	A6	85	E3	127	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	482,513,1299,343,344,345,346,1126,229,230,231,232,233,253
6519	A6	92	E3	134	60	A2,D1	0,1	13	A6,A5,A2,A1,B2,B3,D1,D2,D3,D4,E1,E2,E3	14	488,519,1306,349,350,351,352,1134,236,237,238,239,240,259
6520	A6	6	E3	41	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	653,654,1426,268,269,1024,30,909,147,148,149,171
6521	A6	13	E3	48	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	660,661,1431,275,276,1033,35,912,154,155,156,178
6522	A6	20	E3	55	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	667,668,1436,282,283,1042,40,915,161,162,163,185
6523	A6	27	E3	62	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	674,675,1441,289,290,1051,45,918,168,169,170,192
6524	A6	34	E3	69	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	681,682,1446,296,297,1060,50,921,175,176,177,199
6525	A6	41	E3	76	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	688,689,1451,303,304,1069,55,924,182,183,184,206
6526	A6	48	E3	83	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	694,695,1456,309,310,1077,60,927,189,190,191,213
6527	A6	55	E3	90	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	700,701,1461,315,316,1085,65,930,196,197,198,220
6528	A6	62	E3	97	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	706,707,1466,321,322,1093,70,933,203,204,205,227
6529	A6	69	E3	104	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	712,713,1471,327,328,1101,75,936,210,211,212,234
6530	A6	76	E3	111	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	718,719,1476,333,334,1109,80,939,217,218,219,241
6531	A6	83	E3	118	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	724,725,1481,339,340,1117,85,942,224,225,226,247
6532	A6	90	E3	125	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	730,731,1486,345,346,1125,90,945,231,232,233,253
6533	A6	97	E3	132	55	B2,D1,D3	0,2,2	10	A6,A5,B2,B3,D1,D3,D4,E1,E2,E3	12	736,737,1491,351,352,1133,95,948,238,239,240,259
6534	A7	3	A1	17	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	651,652,1423,442,443,1214,273
6535	A7	10	A1	24	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	658,659,1428,449,450,1223,280
6536	A7	17	A1	31	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	665,666,1433,456,457,1232,287
6537	A7	24	A1	38	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	672,673,1438,463,464,1241,294
6538	A7	31	A1	45	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	679,680,1443,470,471,1250,301
6539	A7	38	A1	52	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	686,687,1448,441,477,1257,307
6540	A7	45	A1	59	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	657,693,1453,448,483,1264,313
6541	A7	52	A1	66	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	664,699,1458,455,489,1271,319
6542	A7	59	A1	73	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	671,705,1463,462,495,1278,325
6543	A7	66	A1	80	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	678,711,1468,469,501,1285,331
6544	A7	73	A1	87	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	685,717,1473,476,507,1292,337
6545	A7	80	A1	94	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	692,723,1478,482,513,1299,343
6546	A7	87	A1	101	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	698,729,1483,488,519,1306,349
6547	A7	94	A1	108	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	704,735,1488,494,525,1313,355
6548	A7	101	A1	115	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	710,741,1493,500,530,1319,360
6549	A7	108	A1	122	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	716,746,1498,506,535,1325,365
6550	A7	115	A1	129	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	722,751,1503,512,540,1330,370
6551	A7	122	A1	136	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	728,756,1508,518,545,1335,375
6552	A7	129	A1	143	14	A6,A2	2,0	6	A7,A4,A6,A5,A2,A1	7	734,761,1513,524,550,1340,380
6553	A7	3	A1	17	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	651,652,653,1425,443,1214,273
6554	A7	10	A1	24	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	658,659,660,1430,450,1223,280
6555	A7	17	A1	31	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	665,666,667,1435,457,1232,287
6556	A7	24	A1	38	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	672,673,674,1440,464,1241,294
6557	A7	31	A1	45	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	679,680,681,1445,471,1250,301
6558	A7	38	A1	52	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	686,687,688,1450,477,1257,307
6559	A7	45	A1	59	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	657,693,694,1455,483,1264,313
6560	A7	52	A1	66	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	664,699,700,1460,489,1271,319
6561	A7	59	A1	73	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	671,705,706,1465,495,1278,325
6562	A7	66	A1	80	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	678,711,712,1470,501,1285,331
6563	A7	73	A1	87	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	685,717,718,1475,507,1292,337
6564	A7	80	A1	94	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	692,723,724,1480,513,1299,343
6565	A7	87	A1	101	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	698,729,730,1485,519,1306,349
6566	A7	94	A1	108	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	704,735,736,1490,525,1313,355
6567	A7	101	A1	115	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	710,741,742,1495,530,1319,360
6568	A7	108	A1	122	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	716,746,747,1500,535,1325,365
6569	A7	115	A1	129	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	722,751,752,1505,540,1330,370
6570	A7	122	A1	136	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	728,756,757,1510,545,1335,375
6571	A7	129	A1	143	14	A5,A2	4,0	6	A7,A4,A6,A5,A2,A1	7	734,761,762,1515,550,1340,380
6572	A7	3	A1	16	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	651,652,1423,442,443,444
6573	A7	10	A1	23	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	658,659,1428,449,450,451
6574	A7	17	A1	30	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	665,666,1433,456,457,458
6575	A7	24	A1	37	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	672,673,1438,463,464,465
6576	A7	31	A1	44	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	679,680,1443,470,471,472
6577	A7	38	A1	51	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	686,687,1448,441,477,478
6578	A7	45	A1	58	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	657,693,1453,448,483,484
6579	A7	52	A1	65	13	A6	2	6	A7,A4,A6,A5,A2,A1	6	664,699,1458,455,489,490
