TravelingArc_ID	Route	Origin_node_ID	Origin_Call	Origin_Port	Round_Trip	OriginTime	TravelingTime	Destination_node_ID	Destination_Call	Destination_Port	DestinationTime
532	5	559	2	A12	4	24	2	560	3	A13	26
533	5	560	3	A13	4	26	12	561	4	B5	38
534	5	561	4	B5	4	38	6	562	5	B6	44
535	5	562	5	B6	4	44	13	563	6	A13	57
536	5	563	6	A13	4	57	1	564	7	A14	58
537	5	564	7	A14	4	58	1	565	8	A11	59
538	5	565	8	A11	4	59	2	566	9	A12	61
539	5	566	9	A12	4	61	4	567	10	A11	65
540	5	567	10	A11	4	65	1	615	2	A12	66
541	5	568	1	A11	5	30	1	569	2	A12	31
542	5	569	2	A12	5	31	2	570	3	A13	33
543	5	570	3	A13	5	33	12	571	4	B5	45
544	5	571	4	B5	5	45	6	572	5	B6	51
545	5	572	5	B6	5	51	13	573	6	A13	64
546	5	573	6	A13	5	64	1	574	7	A14	65
547	5	574	7	A14	5	65	1	575	8	A11	66
548	5	575	8	A11	5	66	2	576	9	A12	68
549	5	576	9	A12	5	68	4	577	10	A11	72
550	5	577	10	A11	5	72	1	624	2	A12	73
551	5	578	1	A11	6	37	1	579	2	A12	38
552	5	579	2	A12	6	38	2	580	3	A13	40
553	5	580	3	A13	6	40	12	581	4	B5	52
554	5	581	4	B5	6	52	6	582	5	B6	58
555	5	582	5	B6	6	58	13	583	6	A13	71
556	5	583	6	A13	6	71	1	584	7	A14	72
557	5	584	7	A14	6	72	1	585	8	A11	73
558	5	585	8	A11	6	73	2	586	9	A12	75
559	5	586	9	A12	6	75	4	587	10	A11	79
560	5	587	10	A11	6	79	1	633	2	A12	80
561	5	588	2	A12	7	45	2	589	3	A13	47
562	5	589	3	A13	7	47	12	590	4	B5	59
563	5	590	4	B5	7	59	6	591	5	B6	65
564	5	591	5	B6	7	65	13	592	6	A13	78
565	5	592	6	A13	7	78	1	593	7	A14	79
566	5	593	7	A14	7	79	1	594	8	A11	80
567	5	594	8	A11	7	80	2	595	9	A12	82
568	5	595	9	A12	7	82	4	596	10	A11	86
569	5	596	10	A11	7	86	1	642	2	A12	87
570	5	597	2	A12	8	52	2	598	3	A13	54
571	5	598	3	A13	8	54	12	599	4	B5	66
572	5	599	4	B5	8	66	6	600	5	B6	72
573	5	600	5	B6	8	72	13	601	6	A13	85
574	5	601	6	A13	8	85	1	602	7	A14	86
575	5	602	7	A14	8	86	1	603	8	A11	87
576	5	603	8	A11	8	87	2	604	9	A12	89
577	5	604	9	A12	8	89	4	605	10	A11	93
578	5	605	10	A11	8	93	1	651	2	A12	94
579	5	606	2	A12	9	59	2	607	3	A13	61
580	5	607	3	A13	9	61	12	608	4	B5	73
581	5	608	4	B5	9	73	6	609	5	B6	79
582	5	609	5	B6	9	79	13	610	6	A13	92
583	5	610	6	A13	9	92	1	611	7	A14	93
584	5	611	7	A14	9	93	1	612	8	A11	94
585	5	612	8	A11	9	94	2	613	9	A12	96
586	5	613	9	A12	9	96	4	614	10	A11	100
587	5	614	10	A11	9	100	1	660	2	A12	101
588	5	615	2	A12	10	66	2	616	3	A13	68
589	5	616	3	A13	10	68	12	617	4	B5	80
590	5	617	4	B5	10	80	6	618	5	B6	86
591	5	618	5	B6	10	86	13	619	6	A13	99
592	5	619	6	A13	10	99	1	620	7	A14	100
593	5	620	7	A14	10	100	1	621	8	A11	101
594	5	621	8	A11	10	101	2	622	9	A12	103
595	5	622	9	A12	10	103	4	623	10	A11	107
596	5	623	10	A11	10	107	1	669	2	A12	108
597	5	624	2	A12	11	73	2	625	3	A13	75
598	5	625	3	A13	11	75	12	626	4	B5	87
599	5	626	4	B5	11	87	6	627	5	B6	93
600	5	627	5	B6	11	93	13	628	6	A13	106
601	5	628	6	A13	11	106	1	629	7	A14	107
602	5	629	7	A14	11	107	1	630	8	A11	108
603	5	630	8	A11	11	108	2	631	9	A12	110
604	5	631	9	A12	11	110	4	632	10	A11	114
605	5	632	10	A11	11	114	1	678	2	A12	115
606	5	633	2	A12	12	80	2	634	3	A13	82
607	5	634	3	A13	12	82	12	635	4	B5	94
608	5	635	4	B5	12	94	6	636	5	B6	100
609	5	636	5	B6	12	100	13	637	6	A13	113
610	5	637	6	A13	12	113	1	638	7	A14	114
611	5	638	7	A14	12	114	1	639	8	A11	115
612	5	639	8	A11	12	115	2	640	9	A12	117
613	5	640	9	A12	12	117	4	641	10	A11	121
614	5	641	10	A11	12	121	1	687	2	A12	122
615	5	642	2	A12	13	87	2	643	3	A13	89
616	5	643	3	A13	13	89	12	644	4	B5	101
617	5	644	4	B5	13	101	6	645	5	B6	107
618	5	645	5	B6	13	107	13	646	6	A13	120
619	5	646	6	A13	13	120	1	647	7	A14	121
620	5	647	7	A14	13	121	1	648	8	A11	122
621	5	648	8	A11	13	122	2	649	9	A12	124
622	5	649	9	A12	13	124	4	650	10	A11	128
623	5	650	10	A11	13	128	1	696	2	A12	129
624	5	651	2	A12	14	94	2	652	3	A13	96
625	5	652	3	A13	14	96	12	653	4	B5	108
626	5	653	4	B5	14	108	6	654	5	B6	114
627	5	654	5	B6	14	114	13	655	6	A13	127
628	5	655	6	A13	14	127	1	656	7	A14	128
629	5	656	7	A14	14	128	1	657	8	A11	129
630	5	657	8	A11	14	129	2	658	9	A12	131
631	5	658	9	A12	14	131	4	659	10	A11	135
632	5	659	10	A11	14	135	1	705	2	A12	136
633	5	660	2	A12	15	101	2	661	3	A13	103
634	5	661	3	A13	15	103	12	662	4	B5	115
635	5	662	4	B5	15	115	6	663	5	B6	121
636	5	663	5	B6	15	121	13	664	6	A13	134
637	5	664	6	A13	15	134	1	665	7	A14	135
638	5	665	7	A14	15	135	1	666	8	A11	136
639	5	666	8	A11	15	136	2	667	9	A12	138
640	5	667	9	A12	15	138	4	668	10	A11	142
641	5	669	2	A12	16	108	2	670	3	A13	110
642	5	670	3	A13	16	110	12	671	4	B5	122
643	5	671	4	B5	16	122	6	672	5	B6	128
644	5	672	5	B6	16	128	13	673	6	A13	141
645	5	673	6	A13	16	141	1	674	7	A14	142
646	5	674	7	A14	16	142	1	675	8	A11	143
647	5	675	8	A11	16	143	2	676	9	A12	145
648	5	676	9	A12	16	145	4	677	10	A11	149
649	5	678	2	A12	17	115	2	679	3	A13	117
650	5	679	3	A13	17	117	12	680	4	B5	129
651	5	680	4	B5	17	129	6	681	5	B6	135
652	5	681	5	B6	17	135	13	682	6	A13	148
653	5	682	6	A13	17	148	1	683	7	A14	149
654	5	683	7	A14	17	149	1	684	8	A11	150
655	5	684	8	A11	17	150	2	685	9	A12	152
656	5	685	9	A12	17	152	4	686	10	A11	156
657	5	687	2	A12	18	122	2	688	3	A13	124
658	5	688	3	A13	18	124	12	689	4	B5	136
659	5	689	4	B5	18	136	6	690	5	B6	142
660	5	690	5	B6	18	142	13	691	6	A13	155
661	5	691	6	A13	18	155	1	692	7	A14	156
662	5	692	7	A14	18	156	1	693	8	A11	157
663	5	693	8	A11	18	157	2	694	9	A12	159
664	5	694	9	A12	18	159	4	695	10	A11	163
665	5	696	2	A12	19	129	2	697	3	A13	131
666	5	697	3	A13	19	131	12	698	4	B5	143
667	5	698	4	B5	19	143	6	699	5	B6	149
668	5	699	5	B6	19	149	13	700	6	A13	162
669	5	700	6	A13	19	162	1	701	7	A14	163
670	5	701	7	A14	19	163	1	702	8	A11	164
671	5	702	8	A11	19	164	2	703	9	A12	166
672	5	703	9	A12	19	166	4	704	10	A11	170
673	5	705	2	A12	20	136	2	706	3	A13	138
674	5	706	3	A13	20	138	12	707	4	B5	150
675	5	707	4	B5	20	150	6	708	5	B6	156
676	5	708	5	B6	20	156	13	709	6	A13	169
677	5	709	6	A13	20	169	1	710	7	A14	170
678	5	710	7	A14	20	170	1	711	8	A11	171
679	5	711	8	A11	20	171	2	712	9	A12	173
680	5	712	9	A12	20	173	4	713	10	A11	177
681	6	714	1	A15	1	2	1	715	2	A5	3
682	6	715	2	A5	1	3	2	716	3	A9	5
683	6	716	3	A9	1	5	1	717	4	A4	6
684	6	717	4	A4	1	6	15	718	5	B5	21
685	6	718	5	B5	1	21	5	719	6	B6	26
686	6	719	6	B6	1	26	18	720	7	A15	44
687	6	720	7	A15	1	44	1	756	2	A5	45
688	6	721	1	A15	2	9	1	722	2	A5	10
689	6	722	2	A5	2	10	2	723	3	A9	12
690	6	723	3	A9	2	12	1	724	4	A4	13
691	6	724	4	A4	2	13	15	725	5	B5	28
692	6	725	5	B5	2	28	5	726	6	B6	33
693	6	726	6	B6	2	33	18	727	7	A15	51
694	6	727	7	A15	2	51	1	762	2	A5	52
695	6	728	1	A15	3	16	1	729	2	A5	17
696	6	729	2	A5	3	17	2	730	3	A9	19
697	6	730	3	A9	3	19	1	731	4	A4	20
698	6	731	4	A4	3	20	15	732	5	B5	35
699	6	732	5	B5	3	35	5	733	6	B6	40
700	6	733	6	B6	3	40	18	734	7	A15	58
701	6	734	7	A15	3	58	1	768	2	A5	59
702	6	735	1	A15	4	23	1	736	2	A5	24
703	6	736	2	A5	4	24	2	737	3	A9	26
704	6	737	3	A9	4	26	1	738	4	A4	27
705	6	738	4	A4	4	27	15	739	5	B5	42
706	6	739	5	B5	4	42	5	740	6	B6	47
707	6	740	6	B6	4	47	18	741	7	A15	65
708	6	741	7	A15	4	65	1	774	2	A5	66
709	6	742	1	A15	5	30	1	743	2	A5	31
710	6	743	2	A5	5	31	2	744	3	A9	33
711	6	744	3	A9	5	33	1	745	4	A4	34
712	6	745	4	A4	5	34	15	746	5	B5	49
713	6	746	5	B5	5	49	5	747	6	B6	54
714	6	747	6	B6	5	54	18	748	7	A15	72
715	6	748	7	A15	5	72	1	780	2	A5	73
716	6	749	1	A15	6	37	1	750	2	A5	38
717	6	750	2	A5	6	38	2	751	3	A9	40
718	6	751	3	A9	6	40	1	752	4	A4	41
719	6	752	4	A4	6	41	15	753	5	B5	56
720	6	753	5	B5	6	56	5	754	6	B6	61
721	6	754	6	B6	6	61	18	755	7	A15	79
722	6	755	7	A15	6	79	1	786	2	A5	80
723	6	756	2	A5	7	45	2	757	3	A9	47
724	6	757	3	A9	7	47	1	758	4	A4	48
725	6	758	4	A4	7	48	15	759	5	B5	63
726	6	759	5	B5	7	63	5	760	6	B6	68
727	6	760	6	B6	7	68	18	761	7	A15	86
728	6	761	7	A15	7	86	1	792	2	A5	87
729	6	762	2	A5	8	52	2	763	3	A9	54
730	6	763	3	A9	8	54	1	764	4	A4	55
731	6	764	4	A4	8	55	15	765	5	B5	70
732	6	765	5	B5	8	70	5	766	6	B6	75
733	6	766	6	B6	8	75	18	767	7	A15	93
734	6	767	7	A15	8	93	1	798	2	A5	94
735	6	768	2	A5	9	59	2	769	3	A9	61
736	6	769	3	A9	9	61	1	770	4	A4	62
737	6	770	4	A4	9	62	15	771	5	B5	77
738	6	771	5	B5	9	77	5	772	6	B6	82
739	6	772	6	B6	9	82	18	773	7	A15	100
740	6	773	7	A15	9	100	1	804	2	A5	101
741	6	774	2	A5	10	66	2	775	3	A9	68
742	6	775	3	A9	10	68	1	776	4	A4	69
743	6	776	4	A4	10	69	15	777	5	B5	84
744	6	777	5	B5	10	84	5	778	6	B6	89
745	6	778	6	B6	10	89	18	779	7	A15	107
746	6	779	7	A15	10	107	1	810	2	A5	108
747	6	780	2	A5	11	73	2	781	3	A9	75
748	6	781	3	A9	11	75	1	782	4	A4	76
749	6	782	4	A4	11	76	15	783	5	B5	91
750	6	783	5	B5	11	91	5	784	6	B6	96
751	6	784	6	B6	11	96	18	785	7	A15	114
752	6	785	7	A15	11	114	1	816	2	A5	115
753	6	786	2	A5	12	80	2	787	3	A9	82
754	6	787	3	A9	12	82	1	788	4	A4	83
755	6	788	4	A4	12	83	15	789	5	B5	98
756	6	789	5	B5	12	98	5	790	6	B6	103
757	6	790	6	B6	12	103	18	791	7	A15	121
758	6	791	7	A15	12	121	1	822	2	A5	122
759	6	792	2	A5	13	87	2	793	3	A9	89
760	6	793	3	A9	13	89	1	794	4	A4	90
761	6	794	4	A4	13	90	15	795	5	B5	105
762	6	795	5	B5	13	105	5	796	6	B6	110
763	6	796	6	B6	13	110	18	797	7	A15	128
764	6	797	7	A15	13	128	1	828	2	A5	129
765	6	798	2	A5	14	94	2	799	3	A9	96
766	6	799	3	A9	14	96	1	800	4	A4	97
767	6	800	4	A4	14	97	15	801	5	B5	112
768	6	801	5	B5	14	112	5	802	6	B6	117
769	6	802	6	B6	14	117	18	803	7	A15	135
770	6	803	7	A15	14	135	1	834	2	A5	136
771	6	804	2	A5	15	101	2	805	3	A9	103
772	6	805	3	A9	15	103	1	806	4	A4	104
773	6	806	4	A4	15	104	15	807	5	B5	119
774	6	807	5	B5	15	119	5	808	6	B6	124
775	6	808	6	B6	15	124	18	809	7	A15	142
776	6	810	2	A5	16	108	2	811	3	A9	110
777	6	811	3	A9	16	110	1	812	4	A4	111
778	6	812	4	A4	16	111	15	813	5	B5	126
779	6	813	5	B5	16	126	5	814	6	B6	131
780	6	814	6	B6	16	131	18	815	7	A15	149
781	6	816	2	A5	17	115	2	817	3	A9	117
782	6	817	3	A9	17	117	1	818	4	A4	118
783	6	818	4	A4	17	118	15	819	5	B5	133
784	6	819	5	B5	17	133	5	820	6	B6	138
785	6	820	6	B6	17	138	18	821	7	A15	156
786	6	822	2	A5	18	122	2	823	3	A9	124
787	6	823	3	A9	18	124	1	824	4	A4	125
788	6	824	4	A4	18	125	15	825	5	B5	140
789	6	825	5	B5	18	140	5	826	6	B6	145
790	6	826	6	B6	18	145	18	827	7	A15	163
791	6	828	2	A5	19	129	2	829	3	A9	131
792	6	829	3	A9	19	131	1	830	4	A4	132
793	6	830	4	A4	19	132	15	831	5	B5	147
794	6	831	5	B5	19	147	5	832	6	B6	152
795	6	832	6	B6	19	152	18	833	7	A15	170
796	6	834	2	A5	20	136	2	835	3	A9	138
797	6	835	3	A9	20	138	1	836	4	A4	139
798	6	836	4	A4	20	139	15	837	5	B5	154
799	6	837	5	B5	20	154	5	838	6	B6	159
800	6	838	6	B6	20	159	18	839	7	A15	177
801	7	840	1	A2	1	3	3	841	2	A3	6
802	7	841	2	A3	1	6	2	842	3	A6	8
803	7	842	3	A6	1	8	14	843	4	B5	22
804	7	843	4	B5	1	22	6	844	5	B6	28
805	7	844	5	B6	1	28	15	845	6	A7	43
806	7	845	6	A7	1	43	2	846	7	A2	45
807	7	846	7	A2	1	45	3	882	2	A3	48
808	7	847	1	A2	2	10	3	848	2	A3	13
809	7	848	2	A3	2	13	2	849	3	A6	15
810	7	849	3	A6	2	15	14	850	4	B5	29
811	7	850	4	B5	2	29	6	851	5	B6	35
812	7	851	5	B6	2	35	15	852	6	A7	50
813	7	852	6	A7	2	50	2	853	7	A2	52
814	7	853	7	A2	2	52	3	888	2	A3	55
815	7	854	1	A2	3	17	3	855	2	A3	20
816	7	855	2	A3	3	20	2	856	3	A6	22
817	7	856	3	A6	3	22	14	857	4	B5	36
818	7	857	4	B5	3	36	6	858	5	B6	42
819	7	858	5	B6	3	42	15	859	6	A7	57
820	7	859	6	A7	3	57	2	860	7	A2	59
821	7	860	7	A2	3	59	3	894	2	A3	62
822	7	861	1	A2	4	24	3	862	2	A3	27
823	7	862	2	A3	4	27	2	863	3	A6	29
824	7	863	3	A6	4	29	14	864	4	B5	43
825	7	864	4	B5	4	43	6	865	5	B6	49
826	7	865	5	B6	4	49	15	866	6	A7	64
827	7	866	6	A7	4	64	2	867	7	A2	66
828	7	867	7	A2	4	66	3	900	2	A3	69
829	7	868	1	A2	5	31	3	869	2	A3	34
830	7	869	2	A3	5	34	2	870	3	A6	36
831	7	870	3	A6	5	36	14	871	4	B5	50
832	7	871	4	B5	5	50	6	872	5	B6	56
833	7	872	5	B6	5	56	15	873	6	A7	71
834	7	873	6	A7	5	71	2	874	7	A2	73
835	7	874	7	A2	5	73	3	906	2	A3	76
836	7	875	1	A2	6	38	3	876	2	A3	41
837	7	876	2	A3	6	41	2	877	3	A6	43
838	7	877	3	A6	6	43	14	878	4	B5	57
839	7	878	4	B5	6	57	6	879	5	B6	63
840	7	879	5	B6	6	63	15	880	6	A7	78
841	7	880	6	A7	6	78	2	881	7	A2	80
842	7	881	7	A2	6	80	3	912	2	A3	83
843	7	882	2	A3	7	48	2	883	3	A6	50
844	7	883	3	A6	7	50	14	884	4	B5	64
845	7	884	4	B5	7	64	6	885	5	B6	70
846	7	885	5	B6	7	70	15	886	6	A7	85
847	7	886	6	A7	7	85	2	887	7	A2	87
848	7	887	7	A2	7	87	3	918	2	A3	90
849	7	888	2	A3	8	55	2	889	3	A6	57
850	7	889	3	A6	8	57	14	890	4	B5	71
851	7	890	4	B5	8	71	6	891	5	B6	77
852	7	891	5	B6	8	77	15	892	6	A7	92
853	7	892	6	A7	8	92	2	893	7	A2	94
854	7	893	7	A2	8	94	3	924	2	A3	97
855	7	894	2	A3	9	62	2	895	3	A6	64
856	7	895	3	A6	9	64	14	896	4	B5	78
857	7	896	4	B5	9	78	6	897	5	B6	84
858	7	897	5	B6	9	84	15	898	6	A7	99
859	7	898	6	A7	9	99	2	899	7	A2	101
860	7	899	7	A2	9	101	3	930	2	A3	104
861	7	900	2	A3	10	69	2	901	3	A6	71
862	7	901	3	A6	10	71	14	902	4	B5	85
863	7	902	4	B5	10	85	6	903	5	B6	91
864	7	903	5	B6	10	91	15	904	6	A7	106
865	7	904	6	A7	10	106	2	905	7	A2	108
866	7	905	7	A2	10	108	3	936	2	A3	111
867	7	906	2	A3	11	76	2	907	3	A6	78
868	7	907	3	A6	11	78	14	908	4	B5	92
869	7	908	4	B5	11	92	6	909	5	B6	98
870	7	909	5	B6	11	98	15	910	6	A7	113
871	7	910	6	A7	11	113	2	911	7	A2	115
872	7	911	7	A2	11	115	3	942	2	A3	118
873	7	912	2	A3	12	83	2	913	3	A6	85
874	7	913	3	A6	12	85	14	914	4	B5	99
875	7	914	4	B5	12	99	6	915	5	B6	105
876	7	915	5	B6	12	105	15	916	6	A7	120
877	7	916	6	A7	12	120	2	917	7	A2	122
878	7	917	7	A2	12	122	3	948	2	A3	125
879	7	918	2	A3	13	90	2	919	3	A6	92
880	7	919	3	A6	13	92	14	920	4	B5	106
881	7	920	4	B5	13	106	6	921	5	B6	112
882	7	921	5	B6	13	112	15	922	6	A7	127
883	7	922	6	A7	13	127	2	923	7	A2	129
884	7	923	7	A2	13	129	3	954	2	A3	132
885	7	924	2	A3	14	97	2	925	3	A6	99
886	7	925	3	A6	14	99	14	926	4	B5	113
887	7	926	4	B5	14	113	6	927	5	B6	119
888	7	927	5	B6	14	119	15	928	6	A7	134
889	7	928	6	A7	14	134	2	929	7	A2	136
890	7	929	7	A2	14	136	3	960	2	A3	139
891	7	930	2	A3	15	104	2	931	3	A6	106
892	7	931	3	A6	15	106	14	932	4	B5	120
893	7	932	4	B5	15	120	6	933	5	B6	126
894	7	933	5	B6	15	126	15	934	6	A7	141
895	7	934	6	A7	15	141	2	935	7	A2	143
896	7	936	2	A3	16	111	2	937	3	A6	113
897	7	937	3	A6	16	113	14	938	4	B5	127
898	7	938	4	B5	16	127	6	939	5	B6	133
899	7	939	5	B6	16	133	15	940	6	A7	148
900	7	940	6	A7	16	148	2	941	7	A2	150
901	7	942	2	A3	17	118	2	943	3	A6	120
902	7	943	3	A6	17	120	14	944	4	B5	134
903	7	944	4	B5	17	134	6	945	5	B6	140
904	7	945	5	B6	17	140	15	946	6	A7	155
905	7	946	6	A7	17	155	2	947	7	A2	157
906	7	948	2	A3	18	125	2	949	3	A6	127
907	7	949	3	A6	18	127	14	950	4	B5	141
908	7	950	4	B5	18	141	6	951	5	B6	147
909	7	951	5	B6	18	147	15	952	6	A7	162
910	7	952	6	A7	18	162	2	953	7	A2	164
911	7	954	2	A3	19	132	2	955	3	A6	134
912	7	955	3	A6	19	134	14	956	4	B5	148
913	7	956	4	B5	19	148	6	957	5	B6	154
914	7	957	5	B6	19	154	15	958	6	A7	169
915	7	958	6	A7	19	169	2	959	7	A2	171
916	7	960	2	A3	20	139	2	961	3	A6	141
917	7	961	3	A6	20	141	14	962	4	B5	155
918	7	962	4	B5	20	155	6	963	5	B6	161
919	7	963	5	B6	20	161	15	964	6	A7	176
920	7	964	6	A7	20	176	2	965	7	A2	178
921	8	966	1	A6	1	5	1	967	2	A3	6
922	8	967	2	A3	1	6	4	968	3	A7	10
923	8	968	3	A7	1	10	12	969	4	B1	22
924	8	969	4	B1	1	22	21	970	5	A7	43
925	8	970	5	A7	1	43	4	971	6	A6	47
926	8	971	6	A6	1	47	1	1002	2	A3	48
927	8	972	1	A6	2	12	1	973	2	A3	13
928	8	973	2	A3	2	13	4	974	3	A7	17
929	8	974	3	A7	2	17	12	975	4	B1	29
930	8	975	4	B1	2	29	21	976	5	A7	50
931	8	976	5	A7	2	50	4	977	6	A6	54
932	8	977	6	A6	2	54	1	1007	2	A3	55
933	8	978	1	A6	3	19	1	979	2	A3	20
934	8	979	2	A3	3	20	4	980	3	A7	24
935	8	980	3	A7	3	24	12	981	4	B1	36
936	8	981	4	B1	3	36	21	982	5	A7	57
937	8	982	5	A7	3	57	4	983	6	A6	61
938	8	983	6	A6	3	61	1	1012	2	A3	62
939	8	984	1	A6	4	26	1	985	2	A3	27
940	8	985	2	A3	4	27	4	986	3	A7	31
941	8	986	3	A7	4	31	12	987	4	B1	43
942	8	987	4	B1	4	43	21	988	5	A7	64
943	8	988	5	A7	4	64	4	989	6	A6	68
944	8	989	6	A6	4	68	1	1017	2	A3	69
945	8	990	1	A6	5	33	1	991	2	A3	34
946	8	991	2	A3	5	34	4	992	3	A7	38
947	8	992	3	A7	5	38	12	993	4	B1	50
948	8	993	4	B1	5	50	21	994	5	A7	71
949	8	994	5	A7	5	71	4	995	6	A6	75
950	8	995	6	A6	5	75	1	1022	2	A3	76
951	8	996	1	A6	6	40	1	997	2	A3	41
952	8	997	2	A3	6	41	4	998	3	A7	45
953	8	998	3	A7	6	45	12	999	4	B1	57
954	8	999	4	B1	6	57	21	1000	5	A7	78
955	8	1000	5	A7	6	78	4	1001	6	A6	82
956	8	1001	6	A6	6	82	1	1027	2	A3	83
957	8	1002	2	A3	7	48	4	1003	3	A7	52
958	8	1003	3	A7	7	52	12	1004	4	B1	64
959	8	1004	4	B1	7	64	21	1005	5	A7	85
960	8	1005	5	A7	7	85	4	1006	6	A6	89
961	8	1006	6	A6	7	89	1	1032	2	A3	90
962	8	1007	2	A3	8	55	4	1008	3	A7	59
963	8	1008	3	A7	8	59	12	1009	4	B1	71
964	8	1009	4	B1	8	71	21	1010	5	A7	92
965	8	1010	5	A7	8	92	4	1011	6	A6	96
966	8	1011	6	A6	8	96	1	1037	2	A3	97
967	8	1012	2	A3	9	62	4	1013	3	A7	66
968	8	1013	3	A7	9	66	12	1014	4	B1	78
969	8	1014	4	B1	9	78	21	1015	5	A7	99
970	8	1015	5	A7	9	99	4	1016	6	A6	103
971	8	1016	6	A6	9	103	1	1042	2	A3	104
972	8	1017	2	A3	10	69	4	1018	3	A7	73
973	8	1018	3	A7	10	73	12	1019	4	B1	85
974	8	1019	4	B1	10	85	21	1020	5	A7	106
975	8	1020	5	A7	10	106	4	1021	6	A6	110
976	8	1021	6	A6	10	110	1	1047	2	A3	111
977	8	1022	2	A3	11	76	4	1023	3	A7	80
978	8	1023	3	A7	11	80	12	1024	4	B1	92
979	8	1024	4	B1	11	92	21	1025	5	A7	113
980	8	1025	5	A7	11	113	4	1026	6	A6	117
981	8	1026	6	A6	11	117	1	1052	2	A3	118
982	8	1027	2	A3	12	83	4	1028	3	A7	87
983	8	1028	3	A7	12	87	12	1029	4	B1	99
984	8	1029	4	B1	12	99	21	1030	5	A7	120
985	8	1030	5	A7	12	120	4	1031	6	A6	124
986	8	1031	6	A6	12	124	1	1057	2	A3	125
987	8	1032	2	A3	13	90	4	1033	3	A7	94
988	8	1033	3	A7	13	94	12	1034	4	B1	106
989	8	1034	4	B1	13	106	21	1035	5	A7	127
990	8	1035	5	A7	13	127	4	1036	6	A6	131
991	8	1036	6	A6	13	131	1	1062	2	A3	132
992	8	1037	2	A3	14	97	4	1038	3	A7	101
993	8	1038	3	A7	14	101	12	1039	4	B1	113
994	8	1039	4	B1	14	113	21	1040	5	A7	134
995	8	1040	5	A7	14	134	4	1041	6	A6	138
996	8	1041	6	A6	14	138	1	1067	2	A3	139
997	8	1042	2	A3	15	104	4	1043	3	A7	108
998	8	1043	3	A7	15	108	12	1044	4	B1	120
999	8	1044	4	B1	15	120	21	1045	5	A7	141
1000	8	1045	5	A7	15	141	4	1046	6	A6	145
1001	8	1047	2	A3	16	111	4	1048	3	A7	115
1002	8	1048	3	A7	16	115	12	1049	4	B1	127
1003	8	1049	4	B1	16	127	21	1050	5	A7	148
1004	8	1050	5	A7	16	148	4	1051	6	A6	152
1005	8	1052	2	A3	17	118	4	1053	3	A7	122
1006	8	1053	3	A7	17	122	12	1054	4	B1	134
1007	8	1054	4	B1	17	134	21	1055	5	A7	155
1008	8	1055	5	A7	17	155	4	1056	6	A6	159
1009	8	1057	2	A3	18	125	4	1058	3	A7	129
1010	8	1058	3	A7	18	129	12	1059	4	B1	141
1011	8	1059	4	B1	18	141	21	1060	5	A7	162
1012	8	1060	5	A7	18	162	4	1061	6	A6	166
1013	8	1062	2	A3	19	132	4	1063	3	A7	136
1014	8	1063	3	A7	19	136	12	1064	4	B1	148
1015	8	1064	4	B1	19	148	21	1065	5	A7	169
1016	8	1065	5	A7	19	169	4	1066	6	A6	173
1017	8	1067	2	A3	20	139	4	1068	3	A7	143
1018	8	1068	3	A7	20	143	12	1069	4	B1	155
1019	8	1069	4	B1	20	155	21	1070	5	A7	176
1020	8	1070	5	A7	20	176	4	1071	6	A6	180
1021	9	1072	1	A3	1	6	1	1073	2	A6	7
1022	9	1073	2	A6	1	7	3	1074	3	A10	10
1023	9	1074	3	A10	1	10	2	1075	4	A4	12
1024	9	1075	4	A4	1	12	17	1076	5	B8	29
1025	9	1076	5	B8	1	29	7	1077	6	B4	36
1026	9	1077	6	B4	1	36	17	1078	7	A13	53
1027	9	1078	7	A13	1	53	2	1079	8	A17	55
1028	9	1079	8	A17	1	55	5	1080	9	A2	60
1029	9	1080	9	A2	1	60	2	1081	10	A3	62
1030	9	1081	10	A3	1	62	1	1152	2	A6	63
1031	9	1082	1	A3	2	13	1	1083	2	A6	14
1032	9	1083	2	A6	2	14	3	1084	3	A10	17
1033	9	1084	3	A10	2	17	2	1085	4	A4	19
1034	9	1085	4	A4	2	19	17	1086	5	B8	36
1035	9	1086	5	B8	2	36	7	1087	6	B4	43
1036	9	1087	6	B4	2	43	17	1088	7	A13	60
1037	9	1088	7	A13	2	60	2	1089	8	A17	62
1038	9	1089	8	A17	2	62	5	1090	9	A2	67
1039	9	1090	9	A2	2	67	2	1091	10	A3	69
1040	9	1091	10	A3	2	69	1	1161	2	A6	70
1041	9	1092	1	A3	3	20	1	1093	2	A6	21
1042	9	1093	2	A6	3	21	3	1094	3	A10	24
1043	9	1094	3	A10	3	24	2	1095	4	A4	26
1044	9	1095	4	A4	3	26	17	1096	5	B8	43
1045	9	1096	5	B8	3	43	7	1097	6	B4	50
1046	9	1097	6	B4	3	50	17	1098	7	A13	67
1047	9	1098	7	A13	3	67	2	1099	8	A17	69
1048	9	1099	8	A17	3	69	5	1100	9	A2	74
1049	9	1100	9	A2	3	74	2	1101	10	A3	76
1050	9	1101	10	A3	3	76	1	1170	2	A6	77
1051	9	1102	1	A3	4	27	1	1103	2	A6	28
1052	9	1103	2	A6	4	28	3	1104	3	A10	31
1053	9	1104	3	A10	4	31	2	1105	4	A4	33
1054	9	1105	4	A4	4	33	17	1106	5	B8	50
1055	9	1106	5	B8	4	50	7	1107	6	B4	57
