	VesselID	Vessel	Capacity	RouteID	OperationCost	MaxNum
31	32	CMA CGM LOUGA	2487	6	4.631	1
32	33	EM KEA	3091	6	4.782	1
33	34	VISTULA MAERSK	3600	6	4.909	1
34	35	VAYENGA MAERSK	3600	6	4.909	1
0	1	ALEXANDRA	6900	1	9.785	1
1	2	ALEXIS	6882	1	9.78	1
2	3	CMA CGM MANAUS	2592	1	8.708	1
3	4	KRISTINA	6927	1	9.791	1
4	5	KATHERINE	6927	1	9.791	1
5	6	MARY	6927	1	9.791	1
6	7	NEOKASTRO	4178	1	9.104	1
7	8	OLIVIA I	6882	1	9.78	1
8	9	CMA CGM COLUMBIA	10034	2	8.568	1
9	10	CMA CGM RHONE	9365	2	8.401	1
10	11	MAERSK LAMANAI	8700	2	8.235	1
11	12	MAERSK LEON	8700	2	8.235	1
12	13	MAERSK LOTA	7410	2	7.912	1
13	14	SAN VICENTE	9034	2	8.318	1
14	15	CMA CGM CAYENNE	2140	3	7.595	1
15	16	CMA CGM KOUROU	2296	3	7.634	1
16	17	CMA CGM MARSEILLE	2140	3	7.595	1
17	18	CMA CGM SINNAMARY	2296	3	7.634	1
18	19	CMA CGM SAINT LAURENT	2140	3	7.595	1
19	20	HARIS	2192	3	7.608	1
20	21	DOUCE FRANCE	2296	3	7.634	1
21	22	CMA CGM AMERICA	4045	4	7.071	1
22	23	CMA CGM FORTSAINT CHARLES	3532	4	6.943	1
23	24	CMA CGM FORTFLEUR D'EPEE	3532	4	6.943	1
24	25	CMA CGM FORTDE FRANCE	3532	4	6.943	1
25	26	CMA CGM FORTROYAL	3532	4	6.943	1
26	27	CMA CGM SAMBHAR	4045	4	7.071	1
27	28	CAP SAN AUGUSTIN	9814	5	11.513	1
28	29	CAP SAN RAPHAEL	9814	5	11.513	1
29	30	CAP SAN ARTEMISSIO	9814	5	11.513	1
30	31	CAP SAN MALEAS	9814	5	11.513	1
31	32	CAP SAN NICOLAS	9814	5	11.513	1
32	33	CAP SAN MARCO	9814	5	11.513	1
33	34	CAP SAN ANTONIO	9814	5	11.513	1
34	35	CAP SAN SOUNIO	10589	5	11.707	1
35	36	CAP SAN TAINARO	10589	5	11.707	1
36	37	CMA CGM ARKANSAS	10034	6	11.568	1
37	38	CMA CGM CARLANTOINE	10926	6	11.791	1
38	39	CMA CGM OHIO	10034	6	11.568	1
39	40	CARTAGENA EXPRESS	10589	6	11.707	1
40	41	CALLAO EXPRESS	10589	6	11.707	1
41	42	GUAYAQUIL EXPRESS	10589	6	11.707	1
42	43	MONTEVIDEO EXPRESS	1	6	9.06	1
43	44	SANTOS EXPRESS	10589	6	11.707	1
44	45	COSCO SHIPPING VOLGA	9092	6	11.333	1
0	1	APL ANTWERP	8102	1	10.033	1
1	2	CMA CGM TITUS	8469	1	10.125	1
2	3	KOI	8586	1	10.154	1
3	4	BERLIN EXPRESS	7506	1	9.884	1
4	5	DALIAN EXPRESS	7506	1	9.884	1
5	6	NINGBO EXPRESS	7506	1	9.884	1
6	7	YANTIAN EXPRESS	7506	1	9.884	1
7	8	XIN YAN TIAN	5668	1	9.425	1
8	9	CMA CGM CONGO	9448	2	9.37	1
9	10	CMA CGM MEKONG	9971	2	9.501	1
10	11	CROATIA	9040	2	9.268	1
11	12	NAGOYA EXPRESS	8749	2	9.195	1
12	13	VALUE	8770	2	9.2	1
13	14	XIN LOS ANGELES	9572	2	9.401	1
14	15	XIN SHANGHAI	9572	2	9.401	1
15	16	APL BARCELONA	10642	3	11.668	1
16	17	APL SALALAH	10642	3	11.668	1
17	18	CMA CGM CENDRILLON	8469	3	11.125	1
18	19	CMA CGM GEMINI	11388	3	11.855	1
19	20	CMA CGM PEGASUS	11388	3	11.855	1
20	21	CMA CGM FIDELIO	9415	3	11.362	1
21	22	COSCO VIETNAM	8501	3	11.133	1
22	23	XIN YAN TAI	5080	3	10.278	1
23	24	OOCL ASIA	8063	3	11.024	1
24	25	BUDAPEST EXPRESS	8749	4	10.195	1
25	26	KYOTO EXPRESS	8749	4	10.195	1
26	27	NILEDUTCH LION	8241	4	10.068	1
27	28	OSAKA EXPRESS	8749	4	10.195	1
28	29	PRAGUE EXPRESS	8749	4	10.195	1
29	30	SOFIA EXPRESS	8749	4	10.195	1
30	31	TSINGTAO EXPRESS	8749	4	10.195	1
31	32	NYK VESTA	9012	4	10.261	1
0	1	CMA CGM ABU DHABI	2506	1	13.717	1
1	2	MAJESTIC	2345	1	13.677	1
2	3	MARINER	2357	1	13.68	1
3	4	MATHILDE SCHULTE	2350	1	13.678	1
4	5	MANDALAY	2345	1	13.677	1
5	6	NORDAMELIA	2506	1	13.717	1
6	7	NORDPACIFIC	2506	1	13.717	1
7	8	SEATRADE BLUE	2257	1	13.655	1
8	9	SEATRADE GREEN	2257	1	13.655	1
9	10	SEATRADE ORANGE	2257	1	13.655	1
10	11	SEATRADE RED	2257	1	13.655	1
11	12	SEATRADE WHITE	2259	1	13.655	1
12	13	MARIUS	2506	1	13.717	1
13	14	APL DETROIT	9326	2	17.422	1
14	15	APL MIAMI	9326	2	17.422	1
15	16	APL PHOENIX	9326	2	17.422	1
16	17	APL SAVANNAH	9326	2	17.422	1
17	18	APL MEXICO CITY	9326	2	17.422	1
18	19	APL VANCOUVER	9326	2	17.422	1
19	20	C HAMBURG	8598	2	17.24	1
20	21	LE HAVRE	9572	2	17.483	1
21	22	CONTI CORTESIA	8100	2	17.115	1
22	23	CONTI CHIVALRY	8073	2	17.109	1
23	24	MSC ADONIS	9130	2	17.373	1
24	25	MSC TOMOKO	8400	2	17.19	1
25	26	NORTHERN JAVELIN	8814	2	17.294	1
26	27	NORTHERN JUSTICE	8814	2	17.294	1
27	28	PUSAN C	9572	2	17.483	1
0	1	KIARA	713	1	1.181	1
0	1	CMA CGM VENTANIA	1338	1	3.359	1
1	2	PRESIDIO	1200	1	3.325	1
2	3	SC MARIGOT	1200	1	3.325	1
3	4	BBC SINGAPORE	676	2	2.194	1
4	5	CMA CGM CAXIAS	1	2	2.025	1
5	6	CONTSHIP SKY	1118	3	3.304	1
6	7	MICHELANGELOTRADER	1083	3	3.295	1
7	8	CMA CGM CUBATAO	1	3	3.025	1
8	9	CEDRIC K	167	4	1.066	1
9	10	INDUSTRIAL ROYAL	547	5	3.161	1
10	11	NOMADIC HJELLESTAD	736	5	3.209	1
11	12	PERITO MORENO	1740	6	3.46	1
12	13	CMA CGM CUBATAO	1	6	3.025	1
13	14	AS FIORELLA	1296	7	3.349	1
14	15	AS SVENJA	1713	7	3.453	1
15	16	CMA CGM ARISTOTE	1713	7	3.453	1
16	17	MARFRET MARAJO	1691	8	3.447	1
17	18	X-PRESS KAVERI	1577	8	3.419	1
18	19	X-PRESS NETRAVATI	1674	8	3.443	1
19	20	LOG-IN POLARIS	2700	9	4.7	1
20	21	MERCOSUL ITAJAI	2506	9	4.651	1
21	22	MERCOSUL SANTOS	2478	9	4.644	1
22	23	MERCOSUL SUAPE	2478	9	4.644	1
23	24	APL TURKEY	6350	10	9.612	1
24	25	CMA CGM BERLIOZ	6627	10	9.681	1
25	26	CARDIFF	6622	10	9.68	1
26	27	CMA CGM SAN FRANCISCO	6732	10	9.708	1
27	28	CMA CGM VERACRUZ	3426	10	8.881	1
28	29	HANS SCHULTE	5605	10	9.426	1
29	30	CMA CGM SALINAS	1	10	8.025	1
30	31	KURE	7403	10	9.875	1
31	32	JANINA	677	11	2.194	1
32	33	NADJA	677	11	2.194	1
0	1	ARIES	446	1	1.17	1
1	2	EXPRESS BRAZIL	3510	2	4.936	1
2	3	EXPRESS FRANCE	3510	2	4.936	1
3	4	LUTETIA	3091	2	4.831	1
4	5	CMA CGM CARMELO	1	2	4.059	1
5	6	LOG-IN ENDURANCE	2786	3	4.755	1
6	7	LOG-IN JATOBA	2808	3	4.76	1
7	8	LOG-IN JACARANDA	2808	3	4.76	1
8	9	MERCOSUL GUARANI	2478	3	4.678	1
9	10	AS FILIPPA	1338	4	1.393	1
0	1	BALTIC ENABLER	1	1	3.071	1
1	2	BOTNIA ENABLER	1	1	3.071	1
2	3	HANNA	868	2	1.288	1
3	4	CONTAINERSHIPS VI	911	3	2.299	1
4	5	CONTAINERSHIPS VIII	850	3	2.284	1
5	6	CONTAINERSHIPS NORD	1380	4	2.416	1
6	7	CONTAINERSHIPS POLAR	1380	4	2.416	1
7	8	CONTAINERSHIPS AURORA	1380	5	2.416	1
8	9	CONTAINERSHIPS ARCTIC	1380	5	2.416	1
9	10	APL TBN 	1	6	1.071	1
10	11	VOHBURG	812	7	2.274	1
11	12	LINDA	907	8	1.298	1
12	13	PHOENIX J	1036	9	2.33	1
13	14	SSL TBN 	1	9	2.071	1
14	15	BGF TBN IRELAND I	1	10	2.071	1
15	16	BGF TBN IRELAND II	1	10	2.071	1
16	17	HANNI	658	11	2.236	1
17	18	ANNA G	509	12	2.198	1
18	19	JSP ANNA	868	13	2.288	1
19	20	CMA CGM GALICIA	1036	14	3.33	1
20	21	CHRISTINA	889	14	3.293	1
21	22	HENNEKE RAMBOW	868	14	3.288	1
22	23	ELBSAILOR	1084	15	1.342	1
23	24	SSL TBN 	1	16	2.071	1
24	25	ANDREA	868	17	2.288	1
25	26	RUTH	868	18	1.288	1
26	27	OPD TBN 	1	19	1.071	1
27	28	CT ROTTERDAM	962	20	2.312	1
28	29	ELBFEEDER	974	21	1.315	1
29	30	BG ONYX	812	22	1.274	1
30	31	MIRROR	803	23	1.272	1
31	32	OPD TBN 	1	24	1.071	1
32	33	BG DIAMOND	1004	25	1.322	1
33	34	JORK RULER	803	26	2.272	1
34	35	NJORD	801	27	2.271	1
35	36	BG IRELAND	962	28	2.312	1
36	37	AURORA	868	29	1.288	1
37	38	SSL TBN 	1	30	1.071	1
38	39	JSP MISTRAL	907	31	2.298	1
39	40	SSL TBN 	1	32	1.071	1
40	41	K-RIVER	700	33	2.246	1
41	42	NCL HAUGESUND	657	34	2.235	1
42	43	NCL AVEROY	862	35	2.287	1
43	44	NCL SALTEN	862	35	2.287	1
44	45	PIRITA	646	36	2.233	1
45	46	ELBBLUE	1036	37	3.33	1
46	47	UFS TBN 	1	37	3.071	1
47	48	UFS TBN 	1	37	3.071	1
48	49	UFS TBN	1	38	3.071	1
49	50	UFS TBN	1	38	3.071	1
50	51	UFS TBN	1	38	3.071	1
51	52	SSL 	1	39	1.071	1
52	53	ELBWIND	1036	40	4.33	1
53	54	ELBWAVE	1036	40	4.33	1
54	55	SKALAR	1036	40	4.33	1
55	56	MUNKSUND	1025	41	2.327	1
56	57	TUNADAL	1025	41	2.327	1
57	58	BG RUBY	812	42	1.274	1
58	59	ALLEGRO	868	43	2.288	1
59	60	ELBTEAM	877	43	2.29	1
60	61	CALISTO	1578	44	3.466	1
61	62	JUDITH	1440	44	3.431	1
62	63	VENTA MAERSK	3596	45	6.97	1
63	64	VAGA MAERSK	1	45	6.071	1
64	65	VILNIA MAERSK	3600	45	6.971	1
65	66	VOLGA MAERSK	3600	45	6.971	1
66	67	VUOKSI MAERSK	3600	45	6.971	1
67	68	AMINA	1084	46	3.342	1
68	69	ELBSPRING	889	46	3.293	1
69	70	ARINA	326	47	2.153	1
70	71	ELISABETH	658	48	2.236	1
71	72	IDA RAMBOW	1008	49	2.323	1
72	73	CMA CGM MURCIA	1036	50	2.33	1
73	74	OPD TBN 	1	50	2.071	1
74	75	ANDROMEDA J	962	51	3.312	1
75	76	CMA CGM GOYA	809	51	3.273	1
76	77	ESCAPE	1436	52	2.43	1
77	78	HEINRICH EHLER	1425	52	2.427	1
78	79	FREYJA W	834	53	3.28	1
79	80	FRIGG W	834	53	3.28	1
80	81	SIF W	834	53	3.28	1
81	82	SIGYN W	834	53	3.28	1
82	83	HELENA SCHEPERS	1036	54	2.33	1
83	84	SSL TBN 	1	54	2.071	1
84	85	EMILIA	700	55	2.246	1
85	86	MAIKE D	660	56	2.236	1
86	87	SVEN D	1118	57	2.351	1
87	88	ENERGIZER	750	58	2.259	1
88	89	ELISABETH	658	59	2.236	1
89	90	IDA RAMBOW	1008	60	2.323	1
90	91	CMA CGM MURCIA	1036	61	2.33	1
91	92	OPD TBN 	1	61	2.071	1
92	93	ANDROMEDA J	962	62	3.312	1
93	94	CMA CGM GOYA	809	62	3.273	1
94	95	ESCAPE	1436	63	2.43	1
95	96	HEINRICH EHLER	1425	63	2.427	1
96	97	MASTERY D	917	64	2.3	1
97	98	SPIRIT	809	65	2.273	1
98	99	ENFORCER	750	66	3.259	1
99	100	WILHELM	868	66	3.288	1
100	101	ELBSKY	877	67	3.29	1
101	102	ELBSTAR	877	67	3.29	1
102	103	COTENTIN	120	68	1.101	1
103	104	FENJA	822	69	1.277	1
104	105	RUMBA	657	70	2.235	1
105	106	ANINA	1008	71	1.323	1
106	107	SCA OBBOLA	1	72	4.071	1
107	108	SCA OSTRAND	1	72	4.071	1
108	109	SCA ORTVIKEN	1	72	4.071	1
109	110	ENCOUNTER	750	73	3.259	1
110	111	ENDURANCE	750	73	3.259	1
111	112	PAVO J	962	73	3.312	1
112	113	ENSEMBLE	750	74	1.259	1
113	114	ENDEAVOR	750	75	1.259	1
114	115	ARA AMSTERDAM	1025	76	2.327	1
115	116	NORDICA	1036	76	2.33	1
116	117	AVILA	887	77	3.293	1
117	118	DAGMAR	868	77	3.288	1
118	119	TROUPER	862	77	3.287	1
119	120	SSL	1	78	3.071	1
120	121	SSL	1	78	3.071	1
121	122	AILA	907	79	3.298	1
122	123	LINDA	907	79	3.298	1
123	124	OPD TBN 	1	80	1.071	1
124	125	ELBCARRIER	962	81	1.312	1
125	126	ELBSKIPPER	868	82	2.288	1
126	127	BIANCA RAMBOW	868	83	2.288	1
127	128	BEATE	868	84	2.288	1
128	129	JAN	1338	85	2.406	1
129	130	PANTONIO	698	86	2.246	1
130	131	JSP ROVER	803	87	1.272	1
131	132	ATLANTIS A	868	88	2.288	1
132	133	ELI A	868	88	2.288	1
0	1	AKADIMOS	9130	1	7.367	1
1	2	CLEMENS SCHULTE	5466	1	6.451	1
2	3	GEORGE WASHINGTON BRIDGE	5624	1	6.491	1
3	4	WIDE JULIET	5466	1	6.451	1
4	5	X-PRESS BARDSEY	4957	1	6.324	1
5	6	TOPAZ ISHIM	210	2	2.137	1
6	7	X PRESS NUPTSE	1752	3	1.523	1
7	8	ATLANTIC IBIS	2015	4	3.588	1
8	9	HAIAN MIND	1794	4	3.533	1
9	10	GFS PRECIOUS	3534	5	3.968	1
10	11	GFS PERFECT	3250	5	3.897	1
11	12	SM KAVERI	2681	5	3.755	1
12	13	GFS JADE	2452	6	1.698	1
13	14	GFS JUNO	2452	7	2.698	1
14	15	GFS RANNA	1613	7	2.488	1
15	16	ATHENA	2011	8	1.587	1
16	17	SAFEEN PRISM	2542	9	4.72	1
17	18	SAFEEN PRIZE	2546	9	4.721	1
18	19	THORSWIND	2169	9	4.627	1
19	20	CONTSHIP VIE	1114	10	2.363	1
20	21	OKEE AUGUST	1550	10	2.472	1
21	22	NORTHERN PRACTISE	4586	11	3.231	1
22	23	X-PRESS ALTAIR	3158	11	2.874	1
23	24	GULF TBN 	1	12	2.085	1
24	25	GULF TBN 	1	12	2.085	1
25	26	MAJD	3768	13	4.027	1
26	27	MONTPELLIER	2824	13	3.791	1
27	28	NORTHERN DEDICATION	3534	13	3.968	1
28	29	INDEPENDENT SPIRIT	2546	14	2.721	1
29	30	TSS SHAMS	2764	14	2.776	1
30	31	GREEN POLE	1809	15	2.537	1
31	32	OLYMPIA	1717	15	2.514	1
32	33	NORTHERN DEXTERITY	3534	16	3.968	1
33	34	NORTHERN DISCOVERY	3534	16	3.968	1
34	35	OSAKA	3820	16	4.04	1
0	1	AVERA	862	1	4.226	1
1	2	STEEN	907	1	4.237	1
2	3	VISITOR	862	1	4.226	1
0	1	ADELINA D	1578	1	6.425	1
1	2	APL SAIPAN	1641	1	6.441	1
2	3	CMA CGM AQABA	1740	1	6.466	1
3	4	CMA CGM CEBU	1794	1	6.479	1
4	5	CONTSHIP QUO	960	1	6.271	1
5	6	KUO LUNG	1367	1	6.373	1
6	7	AS CHRISTIANA	2741	2	7.716	1
7	8	CMA CGM QUELIMANE	2564	2	7.672	1
8	9	CMA CGM VALPARAISO	2824	2	7.737	1
9	10	STANLEY A	2824	2	7.737	1
10	11	BFAD PACIFIC	2510	2	7.658	1
11	12	FAYSTON FARMS	2490	2	7.653	1
12	13	MAERSK DOUALA	2478	2	7.65	1
13	14	CMA CGM DAVAO	1841	3	6.491	1
14	15	CMA CGM FUZHOU	1728	3	6.463	1
15	16	CMA CGM KAILAS	1854	3	6.494	1
16	17	CMA CGM SAIGON	1713	3	6.459	1
17	18	CMA CGM ZANZIBAR	2564	3	6.672	1
18	19	CMA CGM FLAMINGO	1	3	6.031	1
19	20	AS NORA	3421	4	5.886	1
20	21	CMA CGM AFRICA ONE	3718	4	5.96	1
21	22	NORTHERN VIGOUR	2798	4	5.73	1
22	23	ESL ASANTE	3820	4	5.986	1
23	24	MOMBASA EXPRESS	4662	4	6.196	1
24	25	ALS FLORA	4275	5	11.1	1
25	26	CMA CGM CORAL	4404	5	11.132	1
26	27	CMA CGM JAMAICA	4298	5	11.105	1
27	28	CMA CGM LEBU	4256	5	11.095	1
28	29	LEONIDIO	4957	5	11.27	1
29	30	MARATHOPOLIS	4957	5	11.27	1
30	31	MAERSK CABO VERDE	4530	5	11.163	1
31	32	MAERSK CHENNAI	4530	5	11.163	1
32	33	MAERSK DANUBE	5466	5	11.397	1
33	34	MAERSK PANGANI	5315	5	11.36	1
0	1	A LA MARINE	1440	1	4.38	1
1	2	ALEXANDER B	1223	1	4.326	1
2	3	CONTSHIP GIN	1341	1	4.356	1
3	4	FREDERIK	1223	1	4.326	1
4	5	CMA CGM ALCAZAR	5089	2	6.293	1
5	6	CMA CGM BARRACUDA	5090	2	6.293	1
6	7	CMA CGM CONSTANZA	4231	2	6.078	1
7	8	CMA CGM LOME	3421	2	5.876	1
8	9	CMA CGM TARRAGONA	4231	2	6.078	1
9	10	CMA CGM LAPIS	4360	3	7.11	1
10	11	CMA CGM ISKENDERUN	3586	3	6.917	1
11	12	NCLEVANT TBN	1	3	6.021	1
12	13	GSL CHATEAU D'IF	5089	3	7.293	1
13	14	OAKLAND	4890	3	7.243	1
14	15	EF OLIVIA	3091	3	6.793	1
